institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
The Language Company (TLC),dominio_nuevo,tlc.edu,The Language Company,https://www.tlc.edu/programs/,6,"idiomas (Beginner, Intensive, Semi-Intensive, Advanced English);special/custom programs;pathway universitario (University PASS)","La ficha no traia dominio. OJO: thelanguagecompany.com responde 301 a tlc.edu - es el mismo sitio, no una caida, pero el dominio bueno es tlc.edu. Ademas /  da 403 a WebFetch y 200 con User-Agent de Chrome. Catalogo de 6 items en /programs/ (anclas #intensive, #semiintensive, #private, #special) mas el pathway 'University PASS'. HALLAZGO CRUZADO CON ESTE MISMO LOTE: solo tiene DOS sedes y ambas dentro de campus ajenos - TLC-Dallas/Fort Worth dentro de TEXAS WESLEYAN UNIVERSITY y TLC-Edmond dentro de University of Central Oklahoma; la oficina central esta en Edmond, OK. Eso confirma la ciudad 'Texas, Oklahoma' de la ficha y lo enlaza con la ficha Texas Wesleyan University de este lote."
The University of Arizona,dominio_nuevo,arizona.edu,The University of Arizona,https://catalog.arizona.edu/programs,300,pregrado (majors y minors);posgrado (master);doctorado;certificados;online,"DUPLICADA: es la misma institucion que la ficha 'University of Arizona' (Tucson) de este mismo lote; consolidar antes de extraer o el catalogo saldra por duplicado. FALSO MUERTO: arizona.edu y www.arizona.edu NO resuelven desde el resolver local (timeout) pero SI tienen registro A contra 8.8.8.8 (23.185.0.4, mas IPv6); con --resolve responde 200 y es la universidad de Tucson. El catalogo esta en un SUBDOMINIO, catalog.arizona.edu (plataforma Coursedog), y tanto ese como www.arizona.edu/degree-search se pintan por JavaScript: el HTML crudo no trae ni un enlace de programa, asi que la cantidad 300 es estimacion, no conteo. Programas online aparte en online.arizona.edu/programs/all."
The University of Oklahoma,ok,,University of Oklahoma,https://www.ou.intostudy.com/en/degrees,170,pregrado (direct entry);posgrado (direct entry);idiomas (ESL),"Dominio de la ficha vivo y correcto: centro INTO de la University of Oklahoma, campus de NORMAN, OK (la ficha solo dice 'Oklahoma'). Declara 170+ grados de pregrado. LA FICHA SUBVENDE: puede_vender dice solo 'pregrado', pero el sitemap trae /en/summary/directentry-postgraduate y /en/courses/esl, o sea que tambien hay posgrado por entrada directa y programa de ingles. Mismo problema tecnico que los demas centros INTO: /en/degrees es Next.js y el listado se pinta por JavaScript; el sitemap.xml (33 URLs) no incluye ni una ficha de programa."
The University of Utah - English Language Institute,ok,,The University of Utah English Language Institute (ELI),https://eli.utah.edu/iep/index.php,5,"idiomas (Intensive English Program, General English nocturno, online, English for Tourists);transferencia a la U of U","Dominio correcto y vivo, sitio propio de la universidad (no de tercero). Catalogo MUY corto y sin pagina indice unica: el menu 'Programs' cuelga de cuatro URLs sueltas - /iep/index.php (Intensive English Program), /general-english/index.php (nocturno), /online/index.php y /eng-for-tourists/index.php, mas /uofu-transfer/index.php con las opciones de transferencia al pregrado de la U of U. Si la extraccion busca un /programs/ va a fallar: esa ruta NO existe. Solo idiomas, coherente con la ficha."
Thomas Jefferson University,sin_catalogo,,Thomas Jefferson University,https://www.jefferson.intostudy.com/en/degrees,0,pregrado (direct entry);posgrado (direct entry),"HALLAZGO: el dominio vive y es el centro INTO de Thomas Jefferson University (Philadelphia, PA), pero SU PAGINA DE CATALOGO ESTA ROTA: /en/degrees devuelve HTTP 500 de forma consistente (3 intentos, con y sin User-Agent de Chrome), y esa URL si figura en el propio sitemap.xml. No es bloqueo ni caida temporal del dominio: la portada y el resto de secciones dan 200. Del sitemap se deduce que hay entrada directa de pregrado y de posgrado (/en/summary/directentry-undergraduate y -postgraduate), pero HOY NO HAY UN SOLO PROGRAMA EXTRAIBLE. Si se necesita el catalogo, ir a jefferson.edu; reintentar el 500 antes de la pasada de extraccion."
Towson University,dominio_nuevo,towson.edu,Towson University,https://www.towson.edu/academics/undergraduate/majors/,170,"pregrado (110+ majors, concentraciones y tracks);posgrado;doctorado;idiomas (English Language Center propio);acelerado pregrado-posgrado","La ficha no traia dominio. towson.edu vive y es Towson University, Towson MD (area de Baltimore; la ficha solo dice 'Maryland'). El catalogo esta partido: /academics/undergraduate/majors/ declara 110+ majors, concentraciones y tracks, y /academics/graduate/programs/ lleva el posgrado. OJO: las URLs con /index.html responden 301 a la version sin el, y redirigen a http:// - seguir la redireccion. Sobre el 'pathway' que autoriza la ficha: lo que Towson publica es un ACCELERATED PATHWAY interno de pregrado a posgrado, no un foundation internacional de tercero (no hay Navitas/Shorelight/INTO); el ingles lo da su propio English Language Center. Verificar que sea eso lo que el cliente cree vender."
UCEDA,ok,,UCEDA International,https://uceda.edu/f1-intensive-esl/,4,"idiomas (F1 Intensive ESL, B1/B2 Part-Time ESL, J1 Au Pair ESL, General ESL)","Ficha sin ciudad y sin categoria. Dominio correcto y vivo: UCEDA International, red de escuelas de ingles con 35+ anos, acreditada CEA. NO ES LA MISMA RED que la ficha 'Uceda School' (ucedaschool.edu) de este mismo lote: aqui las sedes son Falls Church VA, Silver Spring MD, Stamford / Danbury / Bridgeport CT y Paterson / Passaic / Morristown / New Brunswick / Perth Amboy / Lakewood NJ; alla son Nueva York, Florida, Utah y Nevada. Marca compartida, ciudades disjuntas - NO consolidar las dos fichas. Solo idiomas: la categoria vacia de la ficha deberia quedar 'Instituto Idiomas'."
USA Private School,dominio_nuevo,usaprivateschool.com,"USA Private School International Services, Corporation",https://usaprivateschool.com/,11,"high_school (colegios privados, boarding y day, co-ed / boys only / girls only);programas internacionales dentro del colegio (co-brand)","Ficha sin dominio, sin ciudad, sin categoria y sin puede_vender. IDENTIFICACION POR NOMBRE EXACTO, verificar con el cliente antes de extraer: usaprivateschool.com vive y es 'USA Private School Group', oficina en 244 Fifth Ave, Nueva York, que coloca internacionales en 11 colegios privados socios (LA 5, Boston 2, Nueva York 1, Florida 1, Pennsylvania 1, Atlanta 1: Saint Joseph HS, Saint Monica Prep, St. Pius X-St. Matthias, Fairmont Private Schools, Bishop Guertin, The Knox School, Creekside Christian, Saint John Bosco, Erie Prep, Melbourne Central Catholic y St. Thomas Aquinas). NO es un colegio: es una red de colocacion; lo extraible son 11 colegios, no programas academicos. TRAMPAS DESCARTADAS: usaprivateschools.com y privateschoolusa.com dan 200 OK con 114 bytes y redirigen por JS a /lander (parking); no usarlos."
Uceda School,ok,,UCEDA School,https://ucedaschool.edu/uceda-school-english-courses/,3,"idiomas (Tier 1 Basico, Tier 2 Intermedio, Tier 3 Avanzado, 50 semanas cada uno, mapeados a CEFR A1-C2)","Dominio correcto y vivo. Catalogo minimo: tres cursos por nivel, nada mas. CORRECCION FUERTE DE CIUDADES: la ficha dice 'Orlando, New York, Palm Beach' y el school-sitemap del sitio lista 6 sedes reales - UCEDA School WEST NEW YORK, que esta en NUEVA JERSEY (5918 Bergenline Ave, West New York NJ 07093), no en Nueva York; West Palm Beach FL; Orlando-Semoran FL; Provo UT; y East Las Vegas NV mas su sede auxiliar oeste. Provo y Las Vegas no figuran en la ficha. NO CONFUNDIR con la ficha 'UCEDA' (uceda.edu = UCEDA International) de este mismo lote: misma marca pero otra red, con sedes en VA, MD, CT y NJ; son fichas distintas, no duplicadas."
University of Arizona,ok,,The University of Arizona,https://catalog.arizona.edu/programs,300,pregrado (majors y minors);posgrado (master);doctorado;certificados;online,"DUPLICADA: misma institucion que la ficha 'The University of Arizona' de este mismo lote; consolidar antes de extraer. FALSO MUERTO CONFIRMADO: arizona.edu no resuelve en el resolver local (timeout, curl da 'Could not resolve host') pero SI tiene registro A contra 8.8.8.8 (23.185.0.4 + IPv6); forzando --resolve devuelve 200 y el titulo es 'University of Arizona in Tucson, AZ'. Ciudad de la ficha correcta. El catalogo vive en el SUBDOMINIO catalog.arizona.edu (Coursedog) y en www.arizona.edu/degree-search; ambos se pintan por JavaScript, asi que 300 es estimacion. Idiomas: existe programa de ingles del campus pero no se ve enlazado desde el catalogo."
University of Connecticut,dominio_nuevo,uconn.edu,University of Connecticut,https://catalog.uconn.edu/undergraduate/programs/,125,pregrado (125+ majors);posgrado;doctorado;idiomas (UCAELI),"La ficha no traia dominio ni ciudad: es UConn, campus principal en STORRS, CT. El catalogo esta en el SUBDOMINIO catalog.uconn.edu, partido en /undergraduate/programs/ y /graduate/programs/ mas un A-Z Index; el listado se pinta por JavaScript (solo 1 enlace de programa en el HTML crudo), asi que 125 sale de lo que declara la propia universidad, no de un conteo. SOBRE EL 'pathway' DE LA FICHA: NO hay foundation de tercero (ni Shorelight, ni INTO, ni Navitas, ni Kaplan) visible en el sitio; lo que existe es el UConn American English Language Institute (UCAELI), en OTRO subdominio, englishlanguage.institute.uconn.edu. Si el cliente vende 'pathway UConn', es eso, y hay que confirmarlo."
University of Hartford,dominio_nuevo,hartford.edu,University of Hartford,https://www.hartford.edu/programs-of-study/default.aspx,164,"pregrado (100 programas);posgrado (64);doctorado (DPT, EdD, PsyD, DNP);certificados;pathway internacional (International Year y Master's International Year)","El dominio de la ficha, pathways.hartford.edu, VIVE pero es solo el International Pathway Program que opera STUDY GROUP: dos fichas en total, International Year (2, 3 o 4 semestres) y Master's International Year (2 o 3 semestres), mas ingles pre-sessional en el English Language Institute. NO es el catalogo de la universidad. Como la ficha autoriza 'todos', el catalogo bueno es hartford.edu/programs-of-study/default.aspx: 100 programas de pregrado y 64 de posgrado en seis escuelas (Hillyer, Barney, ENHP, CETA, The Hartt School, Hartford Art School). OJO: ese listado tambien se filtra por JavaScript ('Showing __ Programs'), y /academics/programs-of-study/default.aspx NO existe - la ruta buena es sin /academics/."
University of Illinois Chicago (UIC),dominio_nuevo,uic.edu,University of Illinois Chicago,https://catalog.uic.edu/azindex/,250,"pregrado;posgrado (master);doctorado;profesional (medicina, odontologia, farmacia, derecho);certificados","La ficha no traia dominio; la ciudad dice 'Illinois' y es CHICAGO. uic.edu vive. El catalogo vive en el SUBDOMINIO catalog.uic.edu, partido en /ucat/ (pregrado) y /gcat/ (posgrado y profesional), con un indice A-Z en /azindex/ que SI trae los enlaces en el HTML crudo: conte 1022 URLs unicas a ucat/gcat, de las cuales 178 terminan en patron claro de titulacion (/bs/, /ms/, /phd/, /dnp/...). El resto son paginas de colegio y de politicas. Ese A-Z es la mejor entrada para extraer; hay ademas PDF completos del catalogo 2026-2027 en nextcatalog.uic.edu."
University of Illinois Springfield (UIS),dominio_nuevo,uis.edu,University of Illinois Springfield,https://www.uis.edu/academics/programs-of-study,108,pregrado (59);posgrado (48);doctorado (DPA en Public Administration);certificados;online (51 titulaciones),"La ficha no traia dominio; la ciudad dice 'Illinois' y es SPRINGFIELD. uis.edu vive. OJO CON LA URL: /academics/programs es 404 y /academics/programs-study redirige a /academics/programs-of-study, que es la buena. El sitio declara 59 programas de pregrado y 48 de posgrado mas el doctorado en Public Administration y certificados (~108), y 51 titulaciones online. El listado de la pagina se filtra por JavaScript: en el HTML crudo solo hay 2 enlaces internos, asi que la cifra es la declarada, no un conteo."
University of Massachusetts Amherst,ok,,University of Massachusetts Amherst,https://www.umass.intostudy.com/en/degrees,16,"posgrado (direct entry, 16+ master en ingenieria, Isenberg School of Management, ciencias naturales y ciencias sociales)","Dominio de la ficha vivo y correcto: es el centro INTO de UMass AMHERST (no UMass Boston; verificado en el titulo y el contenido). LA FICHA SOBREVENDE: puede_vender dice 'posgrado, pregrado' pero este centro es SOLO DE POSGRADO - el sitemap.xml trae unicamente /en/summary/directentry-postgraduate, sin la variante undergraduate que si tienen los centros de SIU, OU y Jefferson. Declara 16+ master. Para pregrado en Amherst hay que ir a umass.edu, que es otra ficha. Mismo problema tecnico que el resto de INTO: /en/degrees da 200 pero el listado se pinta por JavaScript y solo muestra los cuatro colleges, no las titulaciones."
