institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Illinois State University,ok,,,https://illinoisstate.edu/academics/majors/,160,pregrado;minors;posgrado;doctorado,"Esta en Normal, IL. El sitio declara 160+ opciones de grado. OJO: la pagina usa un selector que parte el listado en majors / minors / graduate programs; si la extraccion solo lee la vista por defecto se lleva unicamente los majors de pregrado."
James Madison University,dominio_nuevo,jmu.edu,James Madison University International Study Center,https://www.jmu.edu/academics/index.shtml,130,pregrado;posgrado;pathway (International Year);educacion continua,"isc.jmu.edu vive pero es el centro pathway operado por STUDY GROUP (asi lo dice el pie: 'Maintained by Study Group') y solo publica 2 productos: International Year y Direct Admission. El catalogo de JMU (130+ programas) esta en jmu.edu; los majors de pregrado en /academics/undergraduate/majors/. Extraer del dominio de la ficha da 2 filas, no un catalogo."
LCI Language Consultants Intenational,ok,,LCI Language Centers (Language Consultants International),https://www.englishlci.edu/programs/general-english.php,5,idiomas,"El dominio vive (sitio PHP plano) pero NO hay pagina indice de programas: las 5 fichas cuelgan sueltas de /programs/ (general-english, intensive, academic, executive-english, specialized-private-classe) y solo se descubren desde el menu de la portada. OJO CIUDAD: la ficha dice Colorado y el sitio hoy solo lista un centro, LCI HOUSTON (6060 Richmond Ave, Houston, TX 77057), telefono 832; la sede de Denver ya no aparece. Acreditado por CEA hasta diciembre 2027. El nombre de la ficha trae un typo ('Intenational')."
Manhattan College,ok,,Manhattan University,https://www.manhattan.edu/academics/programs,300,pregrado;minors;posgrado;certificados,"REBRAND: desde 2024 se llama Manhattan University, no Manhattan College; el dominio manhattan.edu no cambio. Esta en Riverdale, el Bronx, no en Manhattan. El listado esta paginado (4+ paginas): si la extraccion no pagina se lleva ~25 de 300."
College of the Canyons,dominio_nuevo,canyons.edu,,https://canyons.programmapper.ws/academics,309,asociado;certificado;transferencia ADT a UC/CSU;pregrado (1 bachelor),"La ficha no traia dominio: es canyons.edu, y OJO el apex no responde (curl 000), solo www.canyons.edu. Esta en Santa Clarita, CA, con campus Valencia y Canyon Country; la ficha dice 'Canyon'. La portada declara 105 titulos y 204 certificados. El catalogo navegable vive en el SUBDOMINIO canyons.programmapper.ws y es una SPA de JavaScript (2.4 KB de HTML): sin navegador no se extrae nada. Alternativa estatica: www.canyons.edu/administration/instruction/catalog/. Solo hay un bachelor (BS Building Performance)."
ELS,dominio_nuevo,els.edu,"ELS Language Centers (ELS Educational Services, Inc.)",https://www.els.edu/english-programs,6,"idiomas;pathway universitario (2+2, College Year, Conditional/Direct Admission)","La ficha no traia dominio ni ciudad. No es una escuela sino una CADENA con 10 centros en EE.UU. (Cincinnati, Cleveland, Houston, Los Angeles County, Melbourne FL, Nashville, Philadelphia, San Francisco North Bay, St. Paul-Minneapolis, St. Petersburg), hoy propiedad de ILSC Education Group. El catalogo son 6 programas que se repiten en cada sede: extraer sin filtrar por centro produce duplicados."
FIU - Florida International University,dominio_nuevo,fiu.edu,Florida International University,https://www.fiu.edu/academics/degrees-and-programs/index.html,200,"pregrado;posgrado;doctorado;profesional (medicina, derecho)","La ficha no traia dominio: es fiu.edu, en Miami, FL. El sitio declara mas de 190 titulos / 200 programas en 12 colleges. puede_vender=[posgrado] se queda corto, el catalogo publica pregrado y posgrado por igual."
FIU English Language Institute,dominio_nuevo,eli.fiu.edu,FIU English Language Institute (ELI),https://eli.fiu.edu/programs/,8,idiomas (ingles);idiomas extranjeros (10 lenguas);certificado TEFL,"La ficha no traia dominio: el instituto vive en el subdominio eli.fiu.edu (WordPress), no en fiu.edu. OJO extraccion: devuelve 403 a un fetcher sin cabeceras de navegador; con User-Agent de Chrome + Sec-Fetch-* responde 200. Ademas de ~8 programas de ingles (Intensive English, Intensive Conversation, TOEFL Prep, General English, Accent Reduction, English for Professionals, custom, TEFL) ensena 10 idiomas extranjeros bajo /languages/, que no son parte de puede_vender=[idiomas] entendido como ingles."
Fairfax Christian School,dominio_nuevo,fairfax-christian-school.com,The Fairfax Christian School,https://www.fairfax-christian-school.com/home,20,high_school (K4-12);AP (20+ cursos);dual enrollment;idiomas (ESL),"La ficha no traia dominio. CUIDADO con el dominio obvio: fairfaxchristianschool.com (sin guiones) resuelve por DNS pero no sirve HTTPS; solo por HTTP redirige al bueno, que es fairfax-christian-school.com. Esta en DULLES, VA (no en Fairfax), sirve de K4 a grado 12 y tiene programa internacional con ESL. No publica catalogo de cursos: solo destaca 20+ AP y dual enrollment, asi que la extraccion no va a encontrar un listado."
Fisher College,dominio_nuevo,fisher.edu,Fisher College,https://www.fisher.edu/academics,80,asociado;pregrado;posgrado;certificados;professional studies,"La ficha no traia dominio: es fisher.edu, en Boston, MA (118 Beacon Street). El directorio esta filtrado por tipo de titulo y formato. puede_vender=[pregrado] se queda corto: tambien hay associate, masters (MBA, MS, MA, M.Ed) y certificados."
Inlingua Washington,dominio_nuevo,idc.edu,inlingua Washington DC / English Unlimited,https://idc.edu/english-program/,10,idiomas (ingles);idiomas extranjeros;preparacion IELTS/TOEFL,"La ficha no traia dominio. TRAMPA: inlinguadc.com responde 200 pero NO es el sitio: son 2.5 KB de una plantilla de 'proximamente' con lang='tr' y un reloj de arena, dominio parqueado. El sitio real es idc.edu (Arlington, VA, area de Washington DC), acreditado por CEA y centro oficial de examen IELTS. Ensena tambien espanol, arabe, chino, frances, aleman y ruso."
LIUBrooklyn,dominio_nuevo,liu.edu,Long Island University - Brooklyn Campus,https://liu.edu/brooklyn/academics,50,"pregrado;posgrado;doctorado (PhD, DPT, PharmD, DSW);certificados avanzados","La ficha no traia dominio. No hay dominio propio de campus: LIU unifico todo en liu.edu y Brooklyn es la ruta /brooklyn. DUPLICADO: comparte dominio con la ficha 'LIUPost' de este mismo lote; hay que extraer por ruta de campus o los dos catalogos se mezclan. puede_vender=[todos] incluye idiomas, que no aparece en /brooklyn/academics."
LIUPost,dominio_nuevo,liu.edu,Long Island University - Post Campus,https://liu.edu/post/academics,60,"pregrado;posgrado;doctorado (PhD, PsyD, DPT, DVM, EdD);certificados","La ficha no traia dominio. Mismo caso que LIUBrooklyn: no hay dominio de campus, todo cuelga de liu.edu bajo /post. El campus esta en Brookville, Long Island, NY. DUPLICADO de dominio con la ficha 'LIUBrooklyn' de este lote: separar por ruta o se mezclan los catalogos."
Los Angeles City College,dominio_nuevo,lacc.edu,Los Angeles City College,https://www.lacc.edu/academics/aos,85,asociado;certificado;transferencia (ADT);idiomas (ESL);noncredit/adult education,"La ficha no traia dominio: lacitycollege.edu hace 301 a lacc.edu. La categoria de la ficha es incorrecta: NO es 'College Privado', es un community college PUBLICO del distrito LACCD. OJO extraccion: la pagina de areas de estudio pagina por AJAX de Drupal (el HTML plano solo entrega 18 de ~85 areas, de la A a la C) y devuelve 403 a fetchers sin cabeceras de navegador; la fuente fiable es el College Catalog en /academic-resources/college-catalog."
Loyola University,dominio_nuevo,loyno.edu,Loyola University New Orleans,https://www.loyno.edu/programs-degrees,70,pregrado;minors;posgrado;doctorado;derecho;certificados;online,"La ficha no traia dominio. La ciudad ('Nueva Orleans') es lo que desambigua: hay varias Loyola en EE.UU. (Chicago, Maryland, Marymount) y esta es Loyola University New Orleans, loyno.edu. Ojo: /academics/programs-degrees redirige a /programs-degrees. puede_vender=[pregrado] se queda corto: hay posgrado, doctorado y facultad de derecho."
