institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Shorelight Universities,ok,,Shorelight,https://shorelight.com/universities,1900,pregrado;posgrado;pathway;programas de verano,"Unico proveedor del lote con catalogo real en su propio dominio: el sitemap de universidades tiene 1921 URLs (paginas area-de-estudio x universidad socia de EE.UU.), no programas individuales. Ojo con eso al extraer."
Sprachcaffe,ok,,SPRACHCAFFE Languages PLUS,https://www.sprachcaffe.com/en/uc/language-courses.htm,28,idiomas;preparacion de examenes;high school;gap year;au pair,"El dominio geolocaliza: sprachcaffe.com a secas redirige a la version del pais del visitante (desde aqui cayo en /sa/espanol/). La version inglesa util es /en/uc/. 21 destinos."
St Giles,dominio_nuevo,stgiles-international.com,St Giles International,https://www.stgiles-international.com/courses/,108,idiomas;preparacion de examenes;business;juniors;formacion de profesores,"Ficha sin dominio; confirmado por las 5 sedes UK (Brighton, Cambridge, Eastbourne, London Central, London Highgate). El sitemap tiene 108 paginas curso x ciudad y 41 fichas de curso."
Stafford House - Bayswater,dominio_nuevo,staffordhouse.com,Stafford House International,https://www.staffordhouse.com/courses/,31,idiomas;preparacion de examenes;business;formacion de profesores;juniors,"Ficha sin dominio y con nombre confuso: en 2021 Bayswater compro SOLO 3 centros (Brighton, Toronto, Calgary), que hoy viven en bayswater.ac. El resto de Stafford House (Londres, Cambridge, Canterbury) sigue operando en staffordhouse.com como filial de CATS Global Schools. Si el cliente se referia a los centros de Bayswater, el dominio es bayswater.ac."
Study Group,sin_catalogo,,Study Group Limited,https://students.studygroup.com/study-options,0,pathway;pregrado,"studygroup.com es corporativo B2B. El sitio estudiantil students.studygroup.com existe pero su sitemap son 156 URLs de destinos, blog y paginas por universidad socia: describe rutas (International Year, Direct Admit, Bellerbys) sin nombrar programas. Los programas concretos estan en los sitios de cada International Study Centre."
UP Education,sin_catalogo,,UP Education,https://www.up.education/study/tertiary-providers,0,vocacional;pregrado,"Sitio corporativo de 230 URLs, casi todas noticias. Dice tener 270 cursos pero no publica ninguno: el catalogo esta repartido en 23 marcas con dominio propio (nzma.ac.nz, yoobee.ac.nz, ichm.edu.au, endeavour.edu.au). Coherente con el vocacional de la ficha."
UniApply,otra_institucion,,UniApply (Meritto),https://www.uniapply.com/schools/,3800,colegios K-12,"uniapply.com NO es una plataforma internacional: es un buscador de colegios K-12 de India operado por Meritto, con miles de colegios en 40+ ciudades indias. La ficha dice International y todos los niveles. Hay al menos 5 marcas homonimas (uniapply.co.uk, uniapply.ai, uniapplyglobal.com, uniapply.com.au); no adivino cual es la del cliente."
Cork English Academy,ok,,Cork English Academy,https://www.corkenglishacademy.com/courses,4,idiomas;preparacion de examenes;work and study,"Escuela pequena y viva (testimonios de 2026). Solo 3 cursos: General English, Work and Study (Stamp 2) e IELTS Academico."
DCU - Dublin City University,dominio_nuevo,dcu.ie,Dublin City University,https://www.dcu.ie/courses,250,pregrado;posgrado;micro-credenciales,"Ficha sin dominio; sitio oficial confirmado en Dublin. La pagina /courses trae 216 enlaces a fichas de curso entre pregrado y posgrado, mas micro-credenciales y DCU Connected."
Dublin Cultural Institute,dominio_nuevo,dublinci.com,Dublin Cultural Institute (DCI),https://www.dublinci.com/courses,5,idiomas;preparacion de examenes;business,"Ficha sin dominio. Confirmado: 34a Bachelors Walk, Dublin 1, fundada en 2004, acreditada ACELS/QQI. No confundir con Emerald Cultural Institute (eci.ie), que es otra ficha de este mismo lote."
Dublin International Study centre,ok,,Dublin International Study Centre,https://www.dublinisc.com/programmes,4,pathway;idiomas,"Es un centro de Study Group que alimenta a University College Dublin. Solo publica International Foundation Year, English Language Preparation y cursos de apoyo: NO hay posgrado, aunque la ficha lo habilita."
EC English,ok,,EC English,https://ecenglish.com/en/english-courses/,39,idiomas;preparacion de examenes;business;formacion de profesores,"La ficha lo ubica en Dublin, pero es una cadena de 24+ escuelas en 7 paises y Dublin es una sede. El catalogo del dominio es global, no de Dublin."
Emerald,dominio_nuevo,eci.ie,Emerald Cultural Institute,https://www.eci.ie/courses/,40,idiomas;preparacion de examenes;formacion de profesores;juniors;pathway academico,"Ficha sin dominio ni categoria; el nombre real es Emerald Cultural Institute, en Palmerston Park, Dublin, fundada en 1986. Ojo: es distinta de Dublin Cultural Institute, otra ficha de este lote."
