institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Western Sydney Univeristy - City campus Only,dominio_nuevo,city.westernsydney.edu.au,"Western Sydney University, Sydney City Campus",https://city.westernsydney.edu.au/courses/,14,pregrado;posgrado;pathway,"Dos errores en la ficha. (1) La ciudad dice Perth y el campus esta en Sydney, 255 Elizabeth St. (2) westernsydney.edu.au es la universidad entera; el 'City campus only' que pide la ficha vive en el subdominio city.westernsydney.edu.au, operado con Navitas: 9 pregrados, 5 posgrados y pathways. Ademas el root devolvia 406 con user-agent generico y 200 con cabeceras de Chrome, no esta caido. Si lo que buscan es la via pathway general, esa es otra entidad: internationalcollege.westernsydney.edu.au."
Actilingua,ok,,ActiLingua Academy Vienna,https://www.actilingua.com/german-courses/,17,idiomas,"Razon social Language Studies GmbH & Co KG, Reisnerstrasse 61, Viena. Solo aleman. 17 cursos: estandar, intensivo, super-intensivo, largo plazo, uno a uno, preparacion OSD, formacion de profesores, aleman y musica, preparacion universitaria y online. OJO: /en/ es 404, el ingles es la raiz del dominio."
IT Step Academy,otra_institucion,,IT STEP Academy Mexico (Tijuana),,,,"itstep.mx es la franquicia MEXICANA de la red IT STEP, con sede en Tijuana, no la bulgara de la ficha. IT STEP es una red internacional con franquicia por pais, asi que el dominio de un pais no sirve para otro: extraer de aqui pondria cursos mexicanos y precios en pesos bajo una ficha de Bulgaria. No pongo dominio de reemplazo porque itstep.bg es NXDOMAIN incluso contra el DNS de Google, aunque los buscadores aun lo indexan; la sede de Sofia (Alabin 58) usa correo @itstep.org. Pedirle el dominio bueno al cliente."
Victoria College of Hotel and Tourism Management,ok,,,https://vchtm.com/,5,pregrado;posgrado,"Sofia, Bulgaria (18 Shipchenski prohod); la ficha no traia ciudad. No hay indice de programas: cuelgan sueltos de /product/ y solo se listan en el menu de la portada, asi que la extraccion debe partir de la home. 4 bachelors (International Hospitality Management, International Tourism Management, Gastronomy and Culinary Arts, Hospitality and Culinary Arts) y 1 master. OJO, /programs redirige a una pagina de blog que no es el catalogo."
ACLA - Atlantic Canada Language Academy,ok,,Atlantic Canada Language Academy,https://studyatlantic.com/,8,idiomas;pathway,"Lunenburg, Nova Scotia (97 Kaulbach St). Ingles general, English for the Workforce, pathway presencial y online, programa familiar, campamento de jovenes, y frances y espanol. OJO: /programs/ redirige a /pathway-program-2/, o sea a un solo programa; no hay indice y cada programa es una pagina suelta enlazada desde el menu."
ALI,dominio_muerto,,,,,,"studymontreal.com resuelve a 127.0.0.1 (localhost) tanto contra el DNS local como contra el de Google: alguien apunto el dominio a la nada, no es caida temporal ni bloqueo. Ni 80 ni 443 conectan, con www y sin www. Los buscadores todavia lo indexan con contenido, asi que el cierre parece reciente. La escuela es Academie Linguistique Internationale, centro de Montreal, ingles y frances. No le asigno dominio de reemplazo porque no encontre ninguno vivo: confirmar con el cliente si ALI sigue operando."
Alexander College,dominio_nuevo,alexandercollege.ca,,https://alexandercollege.ca/programs-and-courses/,140,pregrado;idiomas,"La ficha no traia dominio ni puede_vender. Vancouver y Burnaby, BC. Miembro de BCCAT: 140+ cursos de primer y segundo ano transferibles, mas Associate of Arts (9 concentraciones), Associate of Science (3), un BBA en e-Business Management, EAP y titulos conjuntos con Kwantlen Polytechnic. El 140 son CURSOS, no programas: si la extraccion cuenta programas van a salir unos 15."
Algonquin College,ok,,Algonquin College of Applied Arts and Technology,https://www.algonquincollege.com/future-students/programs/,300,vocacional;pregrado;posgrado,"Ottawa, mas campus en Pembroke y oferta online. Mas de 300 programas: Ontario College Certificate, Diploma, Advanced Diploma, Graduate Certificate, honours degrees y aprendizajes. El 'posgrado' de la ficha son graduate certificates de college, no masters universitarios."
Ascenda School of Management,ok,,Acsenda School of Management,https://acsenda.com/academic-programs/,3,pregrado,"OJO doble con esta ficha. (1) El nombre esta mal escrito: es Acsenda, no Ascenda, y el dominio de la ficha (acsenda.com) si es el correcto. (2) puede_vender dice 'todos' e 'idiomas' y es falso: solo hay BBA (con 8 concentraciones) y Bachelor of Hospitality Management. El ESL no es propio, lo prestan pathway partners. Vancouver."
Ascent College of technology,dominio_muerto,ascentcollege.ca,,,,,"El dominio resuelve (45.114.246.50) pero no hay sitio: HTTPS falla con certificado caducado y HTTP devuelve la pagina por defecto de cPanel en la raiz y 404 en cualquier ruta, incluida /about-us que Google todavia indexa. O sea que el sitio cayo hace poco, no es un dominio que nunca existio. El MX sigue apuntando a Microsoft 365 (ascentcollege-ca.mail.protection.outlook.com), asi que la institucion probablemente sigue viva: colegio privado de carrera en Laval/Montreal, AEC en IT, IA y ciberseguridad. La ficha ademas lo marca 'College Publico' y es privado. Preguntarle al cliente si cambiaron de sitio antes de darla de baja."
Atpal,ok,,Atpal Languages,https://atpalcanada.com/programs/,9,idiomas;pathway,"Montreal, 1396 St. Catherine W. Ingles y frances. 9 modalidades: full-time plus, full-time standard, preparacion de examenes, boosters de medio tiempo, uno a uno, boosters online y pathway a college y high school. Son formatos de un mismo curso mas que programas distintos, asi que la extraccion puede contar menos."
Avon Maitland Schools,dominio_nuevo,yourschoolsincanada.com,International Education - Avon Maitland District School Board,https://www.yourschoolsincanada.com/,8,high_school;idiomas,"amdsb.ca vive y es la entidad correcta, pero es el portal del distrito escolar entero (padres locales, RRHH, transporte) y no lista nada vendible. Lo internacional, que es lo que compra la ficha, esta en un dominio aparte: yourschoolsincanada.com, con 8 secundarias (Stratford, Goderich, Listowel, Exeter, Wingham, Clinton, Mitchell, St Marys) mas ESL, homestay, campamentos de verano y convenios post-secundarios. La ficha dice puede_vender 'todos' pero solo hay secundaria."
BCIT,ok,,British Columbia Institute of Technology,https://www.bcit.ca/study/,300,vocacional;pregrado;posgrado,"La ficha pone como ciudad 'British Columbia', que es la provincia: el campus principal esta en Burnaby. Mas de 300 programas y unos 1.000 cursos de Flexible Learning, entre certificados, diplomas, diplomas avanzados, bachelors y masters, mas microcredenciales y oficios. /programs/ redirige a /study/; el listado navegable esta en /study/catalogues/."
BLI,ok,,BLI Canada,https://bli.ca/language-programs/,15,idiomas;pathway,"Montreal y Quebec City (la ficha solo dice Montreal), y ademas una sede en Ciudad de Mexico que no es parte de esta ficha: no mezclar. Ingles y frances general y de negocios, preparacion IELTS y TEFaQ, cursos online, campamentos juveniles y pathway a post-secundaria."
Fraser International College,ok,,,https://www.fraseric.ca/academics/undergraduate/,12,pathway;pregrado,"Burnaby, BC (8999 Nelson Way), dentro del campus de Simon Fraser University, de la que es el pathway college (operado por Navitas). La ficha lo clasifica como 'Universidad' y no lo es: son 12 rutas de transferencia al primer y segundo ano de SFU (Arts and Social Sciences, Business, Computing Science, Engineering Science, Environment, Health Sciences, Sciences...), no titulos propios."
