institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Oxford School of English,dominio_nuevo,oxfordschoolofenglish.com,Oxford School of English,https://oxfordschoolofenglish.com/our-courses,8,idiomas;Business English;preparacion Cambridge e IELTS;formacion de profesores;summer school;academic year,"Ficha sin dominio; confirmado por direccion en la propia web (Oxford OX1 2BZ), coincide con la ciudad de la ficha. 8 productos: General English, Business English for Executives, Cambridge Exam, IELTS, Teacher Refresher Courses, Professional English, Academic Year Programme y Oxford Summer School. Sitio multiidioma (tiene /es/)."
QUB - The Queen´s University Of Belfast,ok,,Queen's University Belfast,https://www.qub.ac.uk/courses/,460,pregrado;posgrado taught;posgrado research;doctorado;microcredenciales;cursos cortos,"Dominio correcto y vivo. Conte 238 cursos en /courses/undergraduate/2026/ y 220 en /courses/postgraduate-taught/2026/, mas doctorados, microcredenciales y cursos cortos. OJO: www.qub.ac.uk responde 200 a curl con UA de Chrome pero 403 al fetcher de WebFetch. El pathway de puede_vender lo da INTO Queen's, sitio aparte; qub.ac.uk no lo lista como curso propio."
Ravensbourne University,ok,,Ravensbourne University London,https://www.ravensbourne.ac.uk/study/undergraduate,69,pregrado;posgrado;pre-degree (foundation/extended);desarrollo profesional,"Dominio correcto. El listado se pinta por JS y /study no deja hrefs de curso; los conteos salen del sitemap paginado (sitemap.xml?page=1..3): 39 fichas de pregrado y 30 de posgrado. La ficha solo habilita 'pregrado' y se queda corta: hay 30 posgrados (MA, MSc, MBA) y una via pre-degree. Especializada en medios digitales, moda, animacion y diseno; campus en Greenwich Peninsula, Londres."
Royal Holloway university of London,ok,,"Royal Holloway, University of London",https://www.royalholloway.ac.uk/studying-here/undergraduate-courses,334,pregrado;posgrado;doctorado;foundation year;distance learning,"Dominio correcto y vivo. El listado se pinta por JS (la portada de /studying-here/ pesa 96 KB sin un solo enlace de curso); los conteos salen del sitemap: ~218 fichas de pregrado bajo /studying-here/undergraduate/<area>/<curso> y ~116 de posgrado. El pathway de puede_vender es el foundation year propio (/studying-here/applying/foundation-year/foundation-year-courses). Campus en Egham, Surrey, mas un campus en el centro de Londres."
St Clares Oxford,dominio_nuevo,stclares.ac.uk,"St Clare's, Oxford",https://www.stclares.ac.uk/international-college,28,high_school (IB Diploma y Pre-IB);pathway universitario (UFP;University Pathways;EAS);idiomas;summer school adultos y juniors;formacion de profesores (CELTA;DELTA;IB workshops),"Ficha sin dominio, sin categoria y sin puede_vender. www.stclares.ac.uk devuelve 403 a fetchers pelados: responde con UA de Chrome + Sec-Fetch-*. NO hay una pagina indice de cursos: el sitio son cuatro micrositios con prefijo en la URL (/ib-*, /ic-*, /summer-*, /tt-*) y las ~28 fichas de programa hay que sacarlas del sitemap.xml (352 URLs). Es a la vez colegio IB, pathway universitario, escuela de verano y centro de formacion de profesores."
"The College, Swansea University",ok,,"The College, Swansea University",https://www.swansea.ac.uk/the-college/undergraduate/,27,pathway pregrado (foundation e International Year One);pathway posgrado (pre-masters),"AVISO FUERTE PARA LA EXTRACCION: swansea.ac.uk es la universidad entera (cientos de grados) y The College es solo la seccion /the-college/; no tiene dominio propio y por eso lo dejo en ok, no en dominio_nuevo. Extraer SOLO de /the-college/undergraduate/ (20 areas de pathway) y /the-college/postgraduate/ (7 areas). Si se extrae del root sale el catalogo de la universidad firmado como el college."
The University of Law,dominio_nuevo,law.ac.uk,The University of Law,https://www.law.ac.uk/study/,40,pregrado (LLB;BSc);posgrado (LLM;MSc;MA);cualificaciones profesionales (SQE;LPC;BPC;PGDL);apprenticeships;online,"Ficha sin dominio, sin categoria y sin puede_vender. law.ac.uk vive y es la institucion. Conte 12 fichas de pregrado y 28 de posgrado/profesional. No es solo derecho: tambien vende business, psicologia y criminologia. Multi-campus (Londres, Birmingham, Bristol, Leeds, Manchester, Nottingham, Sheffield, Exeter, Newcastle, Liverpool, Guildford), asi que la ficha sin ciudad no se completa con una sola."
The university of Manchester,ok,,The University of Manchester,https://www.manchester.ac.uk/study/masters/courses/list/basic/,500,"pregrado;posgrado (masters);doctorado;pathway (INTO Manchester, sitio aparte)","Dominio correcto. El buscador de cursos es 100% JavaScript: /study/masters/courses/list/ y /study/undergraduate/courses/ no dejan ni un href de curso. La unica salida sin navegador es la lista A-Z estatica /study/masters/courses/list/basic/, que trae los masters de entrada 2027 (500+, conteo aproximado, no exacto). No hay equivalente estatico para pregrado. La ficha solo habilita posgrado, asi que con esa URL basta."
UNIVERSITY ACADEMY 92 (UA92),ok,,University Academy 92,https://ua92.ac.uk/study-with-us/undergraduate/courses/,45,"pregrado (BA/BSc de 3 anos, acelerados de 2 anos y Cert HE);aprendizajes (niveles 3 a 6)","puede_vender=[pathway, posgrado] ES INCORRECTO en los dos: course-sitemap.xml trae 45 fichas y las 45 son de pregrado; en page-sitemap.xml no hay ni una pagina de posgrado, masters, foundation ni pathway. Lo unico adicional son 8 apprenticeships bajo /business-and-community/. Fundada por los ex jugadores del Manchester United, sede en Old Trafford; los titulos los valida Lancaster University."
University of Aberdeen,ok,,University of Aberdeen,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/?limit=All,586,pregrado;posgrado taught;posgrado research;doctorado;online;idiomas (Language Centre),"Dominio correcto. TRUCO UTIL: los listados paginan, pero aceptan ?limit=All y devuelven todo de golpe: 397 fichas en pregrado y 189 en postgraduate-taught. /sitemap.xml es 404. El pathway de puede_vender no esta en abdn.ac.uk: lo opera Aberdeen International Study Centre (Study Group) en dominio aparte. Los cursos online estan en el subdominio on.abdn.ac.uk."
University of Birmingham,dominio_nuevo,birmingham.ac.uk,University of Birmingham,https://www.birmingham.ac.uk/study/undergraduate/subjects,509,pregrado;posgrado taught;posgrado research;doctorado;cursos cortos;pathway e idiomas (Birmingham International Academy),"Ficha sin dominio. birmingham.ac.uk devuelve 403 con UA generico y 200 con UA de Chrome + Sec-Fetch-*. OJO: /study/undergraduate/courses y /study/postgraduate/courses son 404 y el sitemap.xml (8.102 URLs) NO incluye las fichas de curso. Hay que recorrer las paginas de materia: 45 en pregrado (235 cursos sumados) y 50 en posgrado (274 cursos), total 509. El pathway y el ingles viven en /international/bia (Birmingham International Academy)."
University of Dundee,ok,,University of Dundee,https://www.dundee.ac.uk/undergraduate/courses,441,pregrado;posgrado taught;posgrado research;doctorado,Dominio correcto. 229 fichas en /undergraduate/courses y 212 en /postgraduate/courses. OJO: /postgraduate/courses devuelve 403 sin cabecera Referer del mismo dominio; con Referer + Sec-Fetch-Site: same-origin responde 200. La pagina raiz /study solo enlaza los tres indices.
University of Plymouth International College,ok,,University of Plymouth International College (UPIC),https://upic.navitas.com/study/,34,pathway pregrado (Foundation e International First Year);pre-masters;pre-sessional English,"Subdominio propio de Navitas, vivo y con catalogo real (no es portada). En page-sitemap.xml: 15 Foundation, 8 International First Year, 10 Pre-Masters y 1 Pre-sessional English. Cuidado con puede_vender=[posgrado]: el college NO otorga posgrados, solo el Pre-Masters que da acceso a los masters de la University of Plymouth."
California State University (CSU) San Marcos,dominio_nuevo,catalog.csusm.edu,California State University San Marcos,https://catalog.csusm.edu/content.php?catoid=12&navoid=2271,,pregrado (BA/BS);posgrado (masters);credenciales docentes;certificados;minors;extended learning,"FICHA DUPLICADA: es la misma institucion que 'California State University San Marcos' de este mismo lote, que si trae dominio (csusm.edu). Consolidar antes de extraer o el catalogo saldra dos veces. El catalogo no esta en csusm.edu sino en el subdominio catalog.csusm.edu (Acalog): /academics/ y /admissions/majors-and-programs/ son solo redirecciones meta-refresh hacia alli. No pude contar los programas porque catalog.csusm.edu/content.php esta detras de AWS WAF y devuelve 202 con challenge JS (la portada y /index.php si responden 200); hara falta navegador headless."
California State University San Marcos,dominio_nuevo,catalog.csusm.edu,California State University San Marcos,https://catalog.csusm.edu/content.php?catoid=12&navoid=2271,,pregrado (BA/BS);posgrado (masters);credenciales docentes;certificados;minors;extended learning,"csusm.edu vive y es la universidad, pero es solo portada: el catalogo entero esta en el subdominio catalog.csusm.edu (Acalog), al que /academics/ redirige por meta-refresh. AVISO PARA LA EXTRACCION: catalog.csusm.edu/content.php y /preview_program.php estan detras de AWS WAF y devuelven 202 con challenge JS a cualquier fetcher (r.jina.ai tambien cae); solo la portada y /index.php dan 200. Por eso no hay cantidad_aprox: hace falta navegador headless. Cuatro colleges: Business Administration; Education, Health and Human Services; Humanities, Arts, Behavioral and Social Sciences; STEM. Ficha duplicada con 'California State University (CSU) San Marcos' del mismo lote."
