institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Milan Polytechnic University - MIP - POLIMI,dominio_nuevo,gsom.polimi.it,POLIMI Graduate School of Management (ex MIP Politecnico di Milano),https://www.gsom.polimi.it/en/programmes/,50,posgrado,"La ficha nombra MIP y solo autoriza posgrado, pero el dominio que trae (polimi.it) es el del Politecnico entero, donde casi todo el catalogo es pregrado e ingenieria. MIP es hoy POLIMI Graduate School of Management, entidad juridica aparte (S.C.p.A.) con sitio propio: MBA, EMBA, DBA, ~50 masters especializados y 300+ programas abiertos de executive education. Si el cliente vende MIP, extraer de gsom.polimi.it; si vende el Politecnico completo, el dominio polimi.it esta vivo y correcto y son cientos de programas. Confirmar antes de extraer."
NABA,ok,,Nuova Accademia di Belle Arti,https://www.naba.it/en/undergraduate,32,pregrado;posgrado;master_academico;foundation,"Dominio correcto y vivo. OJO doble. Primero, la ficha dice 'vocacional' y es falso: NABA es academia de bellas artes legalmente reconocida y lo que vende son BA (~9), MA (~11) y master academicos de un ano (~12), mas foundation y cursos de verano. Segundo, no es solo Milan: tiene campus en ROMA y LONDRES. No hay listado plano; el catalogo se abre por /en/undergraduate, /en/postgraduate y /en/academic-masters."
SPD - Scoula Politecnica di Design,ok,,SPD - Scuola Politecnica di Design,https://www.scuoladesign.com/courses/,19,pregrado;posgrado;foundation;cursos_cortos,"Dominio correcto y vivo, Piazzale Lugano 19, Milan. Correccion de nombre: la ficha escribe 'Scoula', es 'Scuola'. 4 bachelors (Design, Automotive and Transport, Communication Design, Car Design), 8 masters, un foundation y 3 cursos preparatorios de herramientas. La ficha dice 'todos' pero no hay idiomas ni high school. OJO: el sitio devuelve 403 a curl y solo responde a fetch con render completo."
Saint Louis College of Music,dominio_nuevo,saintlouis.eu,Saint Louis College of Music,https://saintlouis.eu/,11,pregrado;posgrado;preacademico;cursos_cortos,"La ficha no traia dominio ni ciudad. slmc.it responde 301 permanente a saintlouis.eu: rebrand de dominio, no caida. Sede en ROMA y tambien en Milan. Institucion AFAM autorizada por el MUR: pre-accademici, accademici de I nivel (trienio) y de II nivel (biennio), master de I nivel, cursos breves, Teen Academy, summer schools y actualizacion de profesores. ~1.400 alumnos al ano. OJO: 403 a curl y el catalogo esta repartido por tipo de curso, sin listado unico."
Scuola Leonardo Da Vinci,dominio_nuevo,leonardo-milan.com,Scuola Leonardo da Vinci,https://www.leonardo-milan.com/italian-language-courses,12,idiomas,"scuolaleonardo.com VIVE pero devuelve 'Security check required' a todo acceso automatizado (probado en apex, www, /en/ y paginas de curso, con tres user-agents y con Referer de Google): es un WAF, no un cierre. Los sitios por ciudad SI responden 200 y traen el mismo catalogo: leonardo-milan.com, leonardo-rome.com y leonardo-florence.com. Extraer por esos tres. Correccion de ficha: la escuela tambien tiene Turin y Viareggio, y nacio en Florencia en 1977. Niveles A1 a C2, cursos intensivos, part-time, individuales, junior y online."
UCSC (Università Cattolica del Sacro Cuore),ok,,Universita Cattolica del Sacro Cuore,https://www.unicatt.it/corsi/offerta-formativa.html,120,pregrado;posgrado;master_universitario;doctorado;especializacion,"Dominio correcto y vivo. OJO: son CINCO campus (Milan, Roma, Brescia, Piacenza y Cremona) y la ficha solo registra Milan; el de Roma es el policlinico Gemelli, con medicina. 12 facultades. La ficha autoriza pregrado y posgrado pero el sitio ademas publica master universitarios, escuelas de especializacion y doctorados. El catalogo se abre por ramas separadas (/corsi/triennale.html, /corsi/magistrale.html, /corsi/master-universitari.html), no hay listado plano."
ACE English,ok,,ACE English Malta,https://www.aceenglishmalta.com/courses/,9,idiomas,"Dominio correcto y vivo. La ficha no traia ciudad: es St Julian's (Bay Street Complex, St George's Bay). Escuela boutique solo de ingles: adultos 16-29 y 30+, juniors, business English, familias, grupos, preparacion de examenes, formacion de profesores y clases personalizadas."
Bels,dominio_nuevo,belsmalta.com,BELS English Language Schools,https://belsmalta.com/english-courses-in-malta/,11,idiomas,"La ficha no traia dominio, ciudad ni puede_vender. Son DOS sedes: St Paul's Bay (Malta) y Kercem (Gozo), mas online. 25 anos operando, acreditada EAQUALS y aprobada Bildungsurlaub, certificacion MQF nivel 4. Adultos, jovenes, juniors, ninos y familias, business y professional English, formacion corporativa, grupos y practicas."
EIE Institute of Education,ok,,eie European Business School,https://www.eieinstitute.com/courses,12,idiomas;pregrado;posgrado;cursos_cortos,"Dominio correcto y vivo, pero el nombre comercial en el sitio es 'eie European Business School', no 'EIE Institute of Education'. St Julian's, Malta (Spinola Road). Licencia MFHEA 2005-TC-001, programas MQF 5 a 7, miembro AACSB. Siete areas: business administration, turismo y hosteleria, contabilidad y finanzas, IT, health and social care, ingles y cursos cortos. La ficha dice 'todos' y es excesivo: no hay high school ni doctorado."
Gateway School of English,ok,,Gateway School of English (GSE),https://english-malta.com/english-courses-malta/,13,idiomas,"Dominio correcto y vivo y si es Gateway School of English. Correccion de ciudad: la sede esta en SAN GWANN (Bosfru Street), no en St Julian's como dice la ficha, aunque el sitio se comercializa como 'St Julian's'. Ingles general y de negocios, preparacion Cambridge/IELTS/TOEFL/TOEIC, juniors y teens, online, 50+, familias, formacion de profesores, clases nocturnas y practicas."
Inlingua Malta,dominio_nuevo,inlinguamalta.com,inlingua Malta,https://www.inlinguamalta.com/courses-packages/inlingua-english-courses/,20,idiomas,"La ficha no traia dominio. El dominio obvio inlingua.com.mt responde 301 permanente a inlinguamalta.com: usar el destino. Sede en SLIEMA (92 Tigne Towers, Tigne Street), no 'Malta' generico; activa desde 1980 y parte de la red inlingua (309 centros en 39 paises). Ingles general, juniors, business, preparacion Cambridge/IELTS/TOEFL, programas padre-hijo y paquetes de grupo, niveles A1 a C2."
International House Malta,ok,,International House Malta,https://www.ihmalta.com/english-courses.html,13,idiomas,"Dominio correcto y vivo, St Julian's. Afiliada a la red International House desde 2003. 13 cursos y programas, niveles A1 a C1, profesores 100% CELTA, maximo 15 alumnos por clase."
LSC - London school of Commerce Malta,ok,,London School of Commerce (LSC) Malta,https://lscmalta.edu.mt/courses/,9,idiomas;pregrado;posgrado,"Dominio correcto y vivo, Europa Centre, St Anne Street, Floriana. Coincide con lo que autoriza la ficha: ingles (academico, business, general, pre-sessional, profesional), 2 bachelors con honores en Business y Business Management, y MBA (estandar y Global). OJO para la extraccion: los titulos de grado y posgrado los valida la University of Suffolk, no los emite LSC."
AUT Auckland University of Technology,ok,,Auckland University of Technology,https://www.aut.ac.nz/study/study-options,300,pregrado;posgrado;doctorado;certificados;idiomas,"Dominio correcto y vivo. Tres campus (City, North en Northcote y South en Manukau). OJO doble para la extraccion. Primero, www.aut.ac.nz devuelve 403 a fetches pelados y solo responde con User-Agent de Chrome. Segundo, no hay listado plano: el catalogo se navega por ~17 areas de estudio bajo /study/study-options mas la rama de posgrado e investigacion en /research/postgraduate-study-and-research/courses. El conteo es orden de magnitud, no cuenta real."
CCEL Christchurch,ok,,Christchurch College of English,https://www.ccel.co.nz/courses/,6,idiomas,"Dominio correcto y vivo, Christchurch, operando desde 1991. Esta DENTRO del campus de Ilam de la University of Canterbury y sus alumnos usan las instalaciones, pero es una entidad separada: no extraer cursos de canterbury.ac.nz. Solo ELICOS: General English, preparacion de examenes, High School Preparation, programas de grupo y EAP 1 y 2. Catalogo chico, coherente con lo que autoriza la ficha."
