institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Hampsted School of English,dominio_muerto,,British Study Centres London Hampstead,,,,"La ficha no traia dominio y ademas el nombre esta mal escrito: es HampstEAD, no Hampsted. La escuela (553 Finchley Road, fundada en 1977) fue absorbida por British Study Centres y renombrada BSC London Hampstead. No queda sitio vivo: hampstead-english.ac.uk es NXDOMAIN, hampstead-english.com es un parking con cartel de 'domain is for sale', y el dominio del grupo british-study.com resuelve DNS pero no responde ni en http ni en https. BSC entro en administracion en 2020. La categoria de la ficha tambien esta mal: era instituto de idiomas, no College Privado."
High Schools International,ok,,High Schools International (HSI),https://www.hsinet.org/programs,7,high_school;guardianship,"Dominio correcto y vivo, pero el PAIS de la ficha esta mal: HSI opera hoy desde DUBLIN (Castleriver House, 14-15 Parliament Street) y todos sus programas colocan alumnos en colegios de IRLANDA, no de UK ni de Brighton. Comprobado dos veces: el sitemap solo tiene paginas de Irlanda, y la URL /programs/uk-state-day-school existe pero es un soft-404 que sirve el mismo contenido irlandes. 7 programas (Classic Exchange, Public School, Private School, Group Short Stays, Welcome Camp, Guardianship, Sao Paulo Connection) sobre una red de 180+ colegios. El 'todos' del puede_vender no aplica: solo high school y guardianship."
ICMP ( The institute),ok,,Institute of Contemporary Music Performance (ICMP),https://www.icmp.ac.uk/study-at-icmp/find-a-course,40,certhe;pregrado;posgrado,"Dominio correcto y vivo. Es un conservatorio de musica contemporanea, NO un college generalista: guitarra, bajo, bateria, voz, produccion, songwriting, negocio musical, DJ, musica para cine y videojuegos. Ademas de Londres tiene sedes en Liverpool, Leeds y Glasgow que la ficha no registra. Unos 40 cursos entre CertHE de un ano, BA/BMus (Hons) de tres y MA/MSc de uno. OJO: /courses responde 301 a /study-at-icmp/find-a-course. El 'todos' del puede_vender no aplica: no hay idiomas ni high school."
International College Portsmouth (ICP),ok,,International College Portsmouth (ICP),https://icp.navitas.com/study/,19,pre_sessional_ingles;foundation;pregrado;pre_masters,"Dominio correcto y vivo, en el University Learning Centre de Portsmouth. Es el pathway college de Navitas para la University of Portsmouth, reclutando ya para septiembre 2026. Unas 19 areas: 11 de pregrado (foundation y Year 1) y 7 de pre-Master's, mas Pre-Sessional English. No vende los posgrados de la universidad, solo la ruta de entrada; para el titulo hay que ir a port.ac.uk."
International College at Robert Gordon University (ICRGU),ok,,International College at Robert Gordon University (ICRGU),https://icrgu.navitas.com/study/,30,pre_sessional_ingles;foundation;pregrado;pre_masters,"Dominio correcto y vivo, Aberdeen (Escocia). Pathway college de Navitas para Robert Gordon University. Unas 30 rutas: foundation y Year One en contabilidad, arquitectura, diseno, negocios, computacion, ingenieria, ciencias de la salud, enfermeria, farmacia y topografia; pre-Master's en ingenieria, salud, contabilidad, entorno construido, negocio creativo, computacion, gestion, salud publica y derecho; mas Pre-Sessional English."
International House - LSI PORTSMOUTH,ok,,LSI/IH Portsmouth (Language Specialists International),https://lsi-portsmouth.co.uk/english-courses/,20,idiomas;examenes;teacher_training;pre_sessional,"Dominio correcto y vivo, Portsmouth (Hampshire). Doble marca: es a la vez LSI y afiliada a International House, asi que el nombre de la ficha no esta mal, solo incompleto. Unos 20 cursos: General English, 30+ English, IELTS, Cambridge, OET, University Pre-Sessional, business y ejecutivo, ingles sectorial (farmaceutico, juridico, financiero, ingenieria) y formacion de profesores CELTA y DELTA Modulo 2. Solo mayores de 18. www.lsi-portsmouth.co.uk redirige al apex sin www."
International House London,ok,,International House London,https://www.ihlondon.com/learn-english/,40,idiomas;examenes;teacher_training;otros_idiomas,"Dominio correcto y vivo, Londres, ensenando hace mas de 65 anos. OJO para la extraccion: NO hay una sola pagina de catalogo ni sitemap.xml servible; el catalogo esta partido en cuatro ramas independientes que hay que recorrer por separado: /learn-english/, /professional-english-centre/, /teacher-training/ y /foreign-languages/ (17 idiomas distintos del ingles). La ficha solo autoriza idiomas, asi que la rama de teacher training queda fuera de alcance comercial."
International House Newcastle,ok,,International House Newcastle,https://www.ihnewcastle.com/,20,idiomas;examenes;teacher_training;jovenes,"Dominio correcto y vivo, 7-15 Gallowgate, Newcastle upon Tyne, acreditada por el British Council desde 1978. Unos 20 cursos: 9 de adultos (General English, Cambridge, IELTS, Business, Aviation English, PSP, English plus Volunteering, 1:1 intensivo y un programa para mayores de 30 en Alnwick Castle), 3 de young learners, 5 de formacion de profesores (CELTA, DELTA, CLIL) y clases de espanol."
KEELE UNIVERSITY INTERNATIONAL COLLEGE (KUIC),ok,,Keele University International College (KUIC),https://kuic.keele.ac.uk/study/,17,foundation;pregrado;pre_masters,"Dominio correcto y vivo, campus de Keele en Staffordshire. Lo opera NAVITAS (no Kaplan ni Study Group), y da entrada a 150+ titulaciones de Keele. 15 areas de pregrado (negocios, ingenieria, ciencias de la salud, pre-medicina, derecho, psicologia y otras) y 2 de posgrado (Business and Management, Computer Science). Novedad: ruta de pre-medicina con St George's University de Granada hacia un MD."
Kings College,ok,,Kings Education (Prime Education Colleges Limited),https://www.kingseducation.com/,7,idiomas;high_school;foundation;pathway_universitario;pregrado,"Dominio correcto y vivo. Correccion importante de ciudades: en UK las sedes son OXFORD, BRIGHTON y BOURNEMOUTH, mas Bangkok fuera de UK; NO hay campus en Londres. Razon social Prime Education Colleges Limited. OJO para la extraccion: no existe una pagina unica de catalogo; cada linea vive en su propio subsitio (/learn-english, /uk-uni y equivalentes), asi que hay que recorrerlos por separado. Se especializa en 16-22 anos: A-level y GCSE, foundation, pathways a universidad en UK y a grados en EEUU."
Kingston University London,ok,,Kingston University London,https://www.kingston.ac.uk/study/course-search,600,pregrado;posgrado;foundation;doctorado;aprendizajes,"Dominio correcto y vivo, Kingston upon Thames, suroeste de Londres. /courses/ responde 301 a /study/course-search, que es el buscador real y no declara total; se navega por nivel: undergraduate, postgraduate, foundation, degree apprenticeships e investigacion. OJO: www.kingston.ac.uk/courses/ da 403 a fetch pelado y responde 200 con User-Agent de Chrome. El 'todos' del puede_vender es casi cierto salvo high school, que no existe."
