institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
SCEI,ok,,Southern Cross Education Institute,https://scei.edu.au/Courses,12,vocacional,"puede_vender=[idiomas] es incorrecto: SCEI no dicta ELICOS. Es RTO 121952 / CRICOS 02934D con VET en cuatro areas (Aged Care y Disability, Health Services, Early Childhood, Community Services): individual support, ageing, nursing HLT54121/HLT64121, early childhood CHC30125/CHC50125, community services, program management. La pagina /Courses es Next.js y el listado carga por cliente ('Loading tabs...'), no viene en el HTML y no hay sitemap: las fichas reales cuelgan de /certificates/<slug>, hay que extraer con headless."
Sarina Russo,dominio_nuevo,sri.edu.au,Sarina Russo Institute (parte del Sarina Russo Group),https://www.sri.edu.au/international/courses/,8,idiomas;vocacional;pathway,"sarinarusso.com.au vive y es del grupo, pero NO tiene catalogo: revisando todos sus enlaces, es un sitio corporativo de servicios de empleo (Workforce Australia, discapacidad, emprendimiento) con paginas de seccion educativa pero ni una ficha de curso. El catalogo real esta en sri.edu.au y es pequeno: 6 cursos de ingles internacionales (Intensive General English, Unipath 1 y 2, Bridging English Entry, IELTS Advanced, study tours) y 2 certificados domesticos (BSB40320, CHC41115). puede_vender=[vocacional,pregrado,posgrado,idiomas] no se sostiene: el pregrado y posgrado no son suyos, son de Russo Business School y de James Cook University Brisbane (socio) — extraer del dominio del grupo meteria titulos de JCU en la ficha de Sarina Russo."
Signet Institute,ok,,Signet Institute of Australia,https://signet.edu.au/courses,42,vocacional,"El sitio es una SPA de React sin SSR: el HTML solo dice 'You need to enable JavaScript'. Los 42 codigos de cualificacion (AUR, BSB, CHC, CPC, HLT) estan embebidos en /static/js/main.7f838529.js, asi que la extraccion debe parsear ese bundle o usar headless. Todo VET, de Certificate III a Graduate Diploma of Management (BSB80120); nada de pregrado ni ELICOS. Campus Melbourne, Sydney y Adelaide."
Southern Cross University,ok,,,https://www.scu.edu.au/study/courses/,350,pregrado;posgrado;vocacional;investigacion;pathway,"350 fichas de curso en el sitemap (google-sitemap/index.xml) bajo /study/courses/. CUIDADO: el mismo sitemap trae 4064 URLs de /study/units/, que son ASIGNATURAS sueltas, no programas; si la extraccion no las filtra el conteo se dispara diez veces. Ademas de grados hay diplomas y preparatorios de SCU College."
Superior Training Centre,dominio_nuevo,stc.nsw.edu.au,Superior Training Centre,https://www.stc.nsw.edu.au/short-courses/,22,vocacional,"La ficha no traia dominio ni ciudad. Es Superior Training Centre Pty Ltd, RTO 41122, CRICOS 03591C, en Unit 113 York Road, Ingleburn NSW 2565 (Sydney) — confirmado contra training.gov.au, studyaustralia.gov.au y el propio sitio. CUIDADO: superiortraining.com.au es un lander de parking de GoDaddy, no es el colegio. Oficios electricos y de refrigeracion (UEE, MEM) mas cursos cortos. Las 22 fichas de /course/ estan en el sitemap de productos WooCommerce (wp-sitemap-posts-product-1.xml) y NO en una pagina /courses/, que da 404; ademas la misma cualificacion aparece repetida en version apprenticeship, CRICOS y blended, y hay un 'test-course' de pruebas: cualificaciones distintas son unas 10."
Swinburne University,ok,,Swinburne University of Technology,https://www.swinburne.edu.au/courses/find-a-course/,738,pregrado;posgrado;vocacional;investigacion;pathway,"738 fichas en /course/sitemap.xml: 291 undergraduate, 204 postgraduate, 111 TAFE, 65 short courses, 45 research, 18 degree-pathway. OJO CON LA RUTA: las fichas viven en /course/<nivel>/<slug> (singular) mientras que /courses/ (plural) son paginas de area y de tramites; la extraccion tiene que ir al sitemap de /course/. puede_vender=[pregrado,posgrado] deja fuera el brazo TAFE, que es un tercio del catalogo."
Sydney institute of business and techonology (sibt),ok,,Sydney Institute of Business and Technology (SIBT),https://sibt.nsw.edu.au/courses/,7,pathway,"puede_vender=[vocacional] es incorrecto: SIBT es un pathway college de Navitas hacia Western Sydney University y su oferta son 6 diplomas de educacion superior (Business, Communication and Creative Industries, Engineering, Health, Information Technology, Social Science) mas el Foundation Program. No es VET ni tiene ELICOS propio. Catalogo pequenisimo y estable, 7 fichas."
TAFE QLD,ok,,TAFE Queensland,https://tafeqld.edu.au/courses,548,vocacional;idiomas;high_school;pregrado,"548 fichas de curso en el sitemap, en /course/<id>/<id>/<slug>; las 157 URLs de /courses/ son paginas de categoria, no cursos. Mezcla cualificaciones completas (Cert I a Advanced Diploma), skill sets y cursos cortos de un dia (RSA, food handling), asi que la extraccion debe decidir si esos ultimos cuentan como programa. Ademas de VET e ingles hay algunos bachelors propios de TAFE Queensland y VETiS para secundaria."
TAFE SA,ok,,TAFE SA,https://www.tafesa.edu.au/courses/award-courses,231,vocacional;high_school;pathway;pregrado;idiomas,"Conte 231 cualificaciones distintas sumando las 12 areas de /courses/<area>/qualifications. DETALLE TECNICO: el servidor devuelve gzip aunque no lo pidas, hay que usar curl --compressed o el HTML sale binario y parece sitio roto; y las fichas de curso viven en /xml/course/aw/aw_XXXXXXX.aspx, no en URLs con nombre. Aparte de las 231 hay cursos cortos, VET for schools y 'degrees at TAFE SA', que puede_vender=[vocacional] no recoge."
TAFE Western Australia,ok,,TAFE International Western Australia (TIWA),https://www.tafeinternational.wa.edu.au/tafe-courses,94,vocacional;idiomas;high_school;pathway,"94 fichas de curso con codigo de cualificacion en el sitemap, mas /learn-english y las escuelas publicas de WA: encaja con puede_vender=[idiomas,vocacional,high_school]. IMPORTANTE PARA LA FICHA: TIWA no es un colegio, es el organismo del gobierno de WA que matricula internacionales en los cinco TAFE de WA (North/South Metropolitan y las tres regionales) y en los colegios publicos; los cursos que publica los dicta otro. Si el cliente espera 'un campus en West Perth' con oferta propia, la ficha esta mal planteada."
Texila College,ok,,Texila College Australia,https://texila.edu.au/our-courses/,1,pregrado,"puede_vender=[vocacional] es incorrecto y la cantidad enganya: Texila tiene UN solo programa, el Bachelor of Business (AQF 7), con 6 especializaciones (Accounting, Hospitality Management, Information Systems, Management, Marketing, International Business). Si la extraccion devuelve 6 'programas' son especializaciones del mismo titulo, no titulos distintos. Melbourne."
The Business School,dominio_nuevo,tbs.edu.au,The Business School (TBS),https://tbs.edu.au/international-students/,11,vocacional;idiomas,"La ficha no traia dominio. Es tbs.edu.au, Suite 4, 59-63 Evaline St, Campsie NSW (Sydney). NO confundir con thebusinessschool.edu.au, que responde 200 pero es una pantalla de login de Moodle de otra entidad. 8 cualificaciones VET (BSB40120, BSB40520, BSB50120, BSB50420, BSB50820, BSB60720, CHC33021 y 10904NAT Diploma of Social Media Marketing) mas 3 cursos ELICOS con status NEAS (General English, EAP, IELTS Preparation): puede_vender=[vocacional] deja fuera el ingles. No hay pagina indice unica; el catalogo se arma desde los menus de International Students y Domestic Students."
The Gordon Insitute of TAFE,ok,,The Gordon,https://www.thegordon.edu.au/courses/all,166,vocacional;high_school;idiomas,"166 fichas en /courses/all/ segun el sitemap. Geelong, Victoria. Muchos slugs traen el prefijo VETDSS (los mismos cursos ofrecidos a alumnos de secundaria) y aparecen duplicados con la version normal: si no se deduplica, el conteo se infla. Hay EAL (ingles como segunda lengua) ademas del VET, que puede_vender=[vocacional] no recoge."
The University of Adelaide,ok,,Adelaide University,https://adelaide.edu.au/study/degrees/,565,pregrado;posgrado;investigacion;idiomas,"OJO, LA INSTITUCION CAMBIO DE NOMBRE: adelaide.edu.au ya no dice 'The University of Adelaide' sino 'Adelaide University', la fusion con University of South Australia. adelaideuni.edu.au redirige aqui, asi que el dominio de la ficha sigue siendo el bueno. Consecuencia para el catalogo: las 565 fichas de /study/degrees/ ya incluyen los programas heredados de UniSA y los campus Magill, Mawson Lakes, Mount Gambier y Whyalla. puede_vender=[pathway] no se cumple en este dominio: el pathway lo dan proveedores externos y el ingles va por el English Language Centre."
The University of Queensland,dominio_nuevo,study.uq.edu.au,,https://study.uq.edu.au/study-options/programs,343,pregrado;posgrado;investigacion;pathway,"La ficha no traia dominio. El institucional es uq.edu.au (vivo, Brisbane), pero el catalogo esta en el subdominio study.uq.edu.au y ahi es donde hay que extraer. TRAMPA DE CONTEO: el sitemap tiene 6053 URLs bajo /study-options/programs/ porque multiplica programa x especialidad x anio (?year=2026); los programas raiz distintos son 343. Si la extraccion devuelve miles, esta contando planes de estudio. puede_vender=['todos'] no es cierto: UQ no tiene VET ni high school; el ingles es de ICTE-UQ y el pathway de UQ College, ambos aparte."
