institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Pakuranga College,dominio_nuevo,pakuranga.school.nz,Pakuranga College,https://www.pakuranga.school.nz/curriculum/,0,"high_school (Y9-Y13, NCEA niveles 1-3)","Ficha sin dominio. Colegio estatal en Half Moon Bay, Auckland (la ficha solo dice 'Auckland'). La categoria 'College Publico' de la ficha SI acierta, pero el puede_vender 'todos' no: aqui no hay pregrado, posgrado ni vocacional. No publica un handbook de asignaturas navegable en el sitio publico; solo la seccion /curriculum/ con descripcion general. Para extraccion de programas rinde practicamente cero."
South Seas Film & Television,dominio_nuevo,yoobee.ac.nz,Yoobee Colleges - South Seas Film School (campus),https://www.yoobee.ac.nz/courses/film,6,vocacional (certificados NZQA nivel 3-4; diplomas nivel 5-6),"Ficha sin dominio. South Seas Film & Television School dejo de ser institucion independiente: en 2019 se fusiono con Animation College, Yoobee School of Design, AMES y Arts (Canterbury) bajo la marca YOOBEE COLLEGES, y hoy es solo el nombre de un campus en la North Shore de Auckland. OJO PARA LA EXTRACCION: yoobee.ac.nz tiene ~32 cursos en total (diseno, animacion, tecnologia, film); a esta ficha le corresponden SOLO los ~6 de /courses/film - Diploma in Film and Content Creation, Diploma in Film and TV Production, Diploma in Screen and Stage Acting, Diploma in Drama (Screen Acting), Certificate in Creative Media y Certificate in Foundation Skills. Si la extraccion trae 30, se llevo el catalogo de todo Yoobee."
Te Pukenga,dominio_nuevo,nzist.ac.nz,New Zealand Institute of Skills and Technology (NZIST),https://www.nzist.ac.nz/vocational-education,0,ninguno propio (es organismo paraguas; los programas viven en cada politecnico),"Ficha sin dominio. tepukenga.ac.nz redirige 301 a nzist.ac.nz: Te Pukenga fue RENOMBRADO a NZIST y ademas esta siendo DESMANTELADO - varias divisiones se independizaron el 1-1-2026 y las cuatro restantes (NorthTec, Tai Poutini, WITT y Whitireia & WelTec) salen antes del 1-1-2027. El sitio es corporativo/de gobernanza, NO un catalogo: solo tiene un directorio 'find a learning provider'. Esta ficha NO se puede extraer como institucion unica; si el cliente quiere los programas hay que abrir una ficha por politecnico (Ara, Otago Poly, Unitec, WelTec...). La ciudad 'Hamilton' de la ficha era la sede administrativa."
The Campbell Institute Limited,dominio_muerto,,,,,,"El dominio de la ficha campbell.ac.nz sigue REGISTRADO (nameservers de Azure) pero ya no tiene registro A ni en el apex ni en www: el sitio esta caido, no es un 403 ni un bloqueo de Cloudflare. Comprobado desde el resolver local, desde 8.8.8.8 y con WebFetch (ENOTFOUND en los tres). Google y Bing siguen devolviendo paginas de campbell.ac.nz porque el indice va con retraso - no confundir eso con un sitio vivo. Era escuela de ingles Categoria 1 en Wellington (104 Dixon St) y Auckland, acreditada por Victoria University. Verificar con el cliente si cerro antes de extraer nada."
Trinity Catholic College,dominio_nuevo,trinity.school.nz,Trinity Catholic College,https://www.trinity.school.nz/curriculum/subjects,25,"high_school (Y7-Y13, NCEA niveles 1-3)","Ficha sin dominio. Colegio catolico integrado al estado en Dunedin - la ciudad de la ficha esta bien, pero 'College Privado' no: es state-integrated, no privado. Si publica listado de asignaturas por nivel (/curriculum/subjects), con Te Timataka, opciones de Y7-9, core de Y10 y asignaturas NCEA de Y11-13. Cumplio 150 anos."
UP English School,dominio_muerto,,,,,,"Ficha sin dominio y NO se encuentra un sitio oficial vivo. La marca existe dentro de UP Education como la escuela de ingles de UP International College New Zealand (345 Queen Street, Auckland; antes ACG English School), pero no tiene web propia: su URL historica partnerships.up.education/up-english esta en NXDOMAIN, up.education/study-options/english-courses da 404 y no hay subdominio de ingles activo. AVISO: auckland.up.education SI devuelve 200 pero YA NO ES DE UP - el subdominio quedo libre y hoy sirve un casino online tailandes ('nova555'). No usarlo como dominio_real ni extraer nada de ahi. Prefiero dejarlo muerto antes que adivinar."
UP International College New Zealand- AUT Certificate in Foundation Studies,otra_institucion,aut.up.education,UP International College New Zealand,https://aut.up.education/certificate-in-foundation-studies/,5,pathway/foundation (Certificate in Foundation Studies);pre-pathway,"El dominio de la ficha, acgedu.com, ES DE OTRA ENTIDAD: hoy es ACG Schools, grupo de colegios privados K-12 (Parnell, Strathallan, Tauranga, Sunderland y Yakarta) que pertenece a Inspired Education. ACG y la division terciaria se separaron: esa division es UP Education y ACG ya no tiene nada que ver con este foundation. Si extraes de acgedu.com te llevas colegios de primaria. Pongo el dominio bueno porque el nombre de la ficha es inequivoco (aut.up.education), pero conviene que lo confirme el cliente. Alli el catalogo es corto: Certificate in Foundation Studies en 3 duraciones (Standard 1 ano, Fast-Track 8-9 meses, Accelerated 4-5 meses) mas Foundation Connect y Pathways Link. Campus 345 Queen St, Auckland."
University of Canterbury International College (UCIC),ok,,UC International College (UCIC),https://www.ucic.ac.nz/study/,8,pathway/foundation;pre-foundation;diploma universitario (UTP stage 1);pre-master's;study abroad,"Dominio correcto y vivo, y es el sitio propio del college - no una seccion de canterbury.ac.nz, que es lo que suele pasar con los pathway colleges. Operado por NAVITAS en Christchurch. Categoria 1 de NZQA. El puede_vender 'pathway' de la ficha es exacto. Catalogo completo: Pre-foundation, Certificate in Foundation Studies, Diploma in University Studies en Commerce / Science / Engineering, Pre-Master's de uno y de dos semestres, y Study Abroad Certificate. NO vende pregrado ni posgrado propios: eso se cursa despues en University of Canterbury."
University of Waikato College,ok,,University of Waikato College,https://college.waikato.ac.nz/international-programmes/,8,idiomas (General English y Certificate of Attainment in English Language);pathway/foundation;diploma;pre-master's,"Dominio correcto y vivo, y es el sitio propio del college. PERO es un PATHWAY COLLEGE operado por Navitas NZ Ltd en Hamilton, no la universidad: la categoria 'Universidad' de la ficha esta mal y el puede_vender 'posgrado' tambien - lo que vende es PREPARACION para posgrado (pre-masters), no titulos de posgrado. Catalogo: Certificate of Attainment in Foundation Studies, International Diploma en Business y en Computer Science, DipPP y Graduate Certificate pre-masters, Certificate of Attainment in English Language, General English e International Groups. Hay ademas /domestic-programmes/ con el Certificate of University Preparation, que la extraccion suele no ver por colgar de otra ruta."
Le Cordon Bleu,ok,,Escuela de alta cocina Le Cordon Bleu Madrid,https://www.cordonbleu.edu/madrid/oferta-academica/es,7,vocacional (diplomas profesionales de cocina y pasteleria);pregrado (Grado en Gastronomia);cursos cortos,"Dominio correcto y vivo. AVISO CRITICO PARA LA EXTRACCION: cordonbleu.edu es el dominio GLOBAL del grupo, con unas 35 escuelas en el mundo; el catalogo de esta ficha es solo el de la ruta /madrid/. Si se extrae desde la raiz se traeran los programas de Paris, Londres, Tokio y compania y el catalogo quedara inservible. Correccion de ficha: el campus esta en Pozuelo de Alarcon, area metropolitana de Madrid, no en Madrid capital. Programas: Grand Diplome, Diploma de Cocina, Diploma de Pasteleria, Diploma de Cocina Espanola, Plant-Based Diploma, Grado en Gastronomia (con la Universidad Francisco de Vitoria) y cursos cortos. El puede_vender 'todos' es falso: no hay idiomas, ni high school, ni posgrado."
Nacel España,ok,,"Nacel España, S.L.",https://www.nacel.es/es,6,high_school (ano escolar en el extranjero);idiomas (jovenes y adultos 16+);campamentos;inmersion en familia;viajes escolares,"Dominio correcto y vivo. OJO CONCEPTUAL, no es un fallo de dominio: Nacel España NO es una institucion educativa, es una AGENCIA/organizadora espanola que coloca estudiantes espanoles en colegios y escuelas de idiomas de otros paises. Lo que publica son 6 lineas de programa propias (ano escolar en el extranjero, campamentos de verano, cursos de idiomas adultos y 16+, cursos de idiomas jovenes verano, inmersion en familia, viajes escolares), no un catalogo de titulaciones. Si el catalogo del cliente es de instituciones donde estudiar, esta ficha es un COMPETIDOR o un proveedor, no un destino - conviene que lo decida el cliente antes de extraer. Ademas la ficha no trae ciudad; la sede esta en Espana con oficinas en varias ciudades."
