institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Adelphi University,dominio_nuevo,adelphi.edu,,https://www.adelphi.edu/programs/,225,pregrado;posgrado;doctorado;certificados,"La ficha no traia dominio ni pais ni ciudad: Adelphi esta en Garden City, NY (Long Island), EEUU. El buscador /programs es JS y a fetch pelado solo suelta una decena de enlaces sueltos a onlineprograms.adelphi.edu; el inventario real se saca del program-sitemap.xml, que trae 225 paginas de programa. Ojo: catalog.adelphi.edu (Acalog) responde 202 con reto anti-bot en content.php, asi que no sirve como fuente de extraccion."
American Collegiate,dominio_nuevo,americancollegiate.com,American Collegiate (en alianza con Shorelight),https://americancollegiate.com/,7,pathway;transferencia;pregrado_primer_ano,"Hallazgo importante: NO es una universidad, la categoria de la ficha esta mal. Es un programa de transferencia de Shorelight con sede en Boston (2 Seaport Ln, MA) que coloca el primer ano en American University (Washington DC) o en UCLA Extension (Los Angeles) para luego transferir a otra universidad de EEUU. Eso explica la ciudad 'DC, LA'. No publica catalogo de titulos: solo 7 opciones (Academy, Undergraduate/AC Live, Honors, Pre-Orientation, Virtual Pre-Orientation y las dos sedes presenciales). TRAMPA: americancollegiate.org y americancollegiatedc.org responden 200 pero son 114 bytes que redirigen por JS a /lander, o sea parking; el bueno es el .com."
American University,dominio_nuevo,american.edu,,https://www.american.edu/programs/,253,pregrado;posgrado;doctorado;certificados;derecho,"La ficha no traia dominio ni pais ni ciudad: American University esta en Washington, DC. El buscador declara '253 search results'. OJO para la extraccion: american.edu/programs/ devuelve 403 con reto de Cloudflare ('Just a moment...') a curl con User-Agent de Chrome; solo se abrio con un fetch tipo navegador. La portada american.edu si responde 200 normal."
Auburn University,dominio_nuevo,auburn.edu,,https://bulletin.auburn.edu/undergraduate/majors/,350,pregrado;posgrado;doctorado;certificados,"La ficha no traia dominio ni pais ni ciudad: Auburn esta en Auburn, Alabama. El catalogo NO cuelga de auburn.edu sino del subdominio bulletin.auburn.edu, y esta partido en dos: 190 majors y opciones de pregrado en /undergraduate/majors/ y 166 entradas de posgrado (masters, doctorados y certificados) en /thegraduateschool/graduatedegreesoffered/. Ambas paginas son HTML estatico, faciles de extraer."
Belmont University,dominio_nuevo,belmont.edu,,https://www.belmont.edu/academics/majors-programs/,155,pregrado;posgrado;doctorado,"La ficha no traia dominio ni pais ni ciudad: Belmont es una universidad cristiana privada en Nashville, Tennessee. El listado /academics/majors-programs/ es JS y a fetch pelado no devuelve ni un programa; el inventario se saca del sitemap.xml, que trae 155 paginas bajo /academics/majors-programs/ (incluye los programas 'ad-' del Adult Degree). Existe catalog.belmont.edu (Acalog) como alternativa."
Cleveland State University,dominio_nuevo,csuohio.edu,,https://www.csuohio.edu/majors,362,pregrado;posgrado;doctorado;derecho;certificados;minors,"La ficha no traia dominio ni pais ni ciudad: CSU esta en 2121 Euclid Avenue, Cleveland, Ohio. El buscador /majors declara 362 programas (muestra 5 y dice '357 more available') y pagina de 5 en 5, asi que la extraccion tiene que recorrer ~72 paginas o atacar el catalogo. Ojo: catalog.csuohio.edu (Acalog) responde 202 con reto anti-bot en content.php, aunque los preview_program.php enlazados desde la portada si abren."
Florida International University,dominio_nuevo,fiu.edu,,https://www.fiu.edu/academics/degrees-and-programs/index.html,223,pregrado;posgrado;doctorado;certificados,"La ficha no traia dominio ni pais ni ciudad: FIU esta en Miami, Florida. El buscador si renderiza en el HTML: 223 entradas con su sigla de titulo, aunque la propia pagina dice 'mas de 190 titulos'. Aviso para la extraccion: cada entrada enlaza al subdominio de su facultad (cec.fiu.edu, africana.fiu.edu, business.fiu.edu...), no a una ficha dentro de fiu.edu; existe ademas catalog.fiu.edu como catalogo formal."
Gonzaga University,dominio_nuevo,gonzaga.edu,,https://catalog.gonzaga.edu/programs/,154,pregrado;posgrado;doctorado;derecho;minors,"La ficha no traia dominio ni pais ni ciudad: Gonzaga esta en Spokane, Washington. La pagina institucional declara 16 titulos de pregrado repartidos en 53 majors, 68 minors, 73 concentraciones, 23 maestrias y 5 doctorados. El listado plano y estatico esta en el subdominio catalog.gonzaga.edu/programs/ ('Degree Paths'), con 154 entradas unicas; www.gonzaga.edu/academics/programs da 404."
Heriot-Watt University,dominio_nuevo,hw.ac.uk,,https://www.hw.ac.uk/search/programmes,330,foundation;pregrado;posgrado;doctorado,"La ficha no traia dominio ni pais: Heriot-Watt es britanica, sede en Edimburgo (Escocia), con campus propios en Dubai y en Putrajaya (Malasia); eso explica la ciudad 'Malaysia, Dubai, Edinburgh'. El buscador /search/programmes es Funnelback y a fetch pelado devuelve 'No results found', igual que /study/postgraduate; www.hw.ac.uk/study/courses da 404 directamente. El inventario si es enumerable desde hw.ac.uk/sitemap.xml: 94 cursos de pregrado y 96 de posgrado en el sitio UK, 91 mas entre /dubai/study/ y /malaysia/study/, ~30 en /online/study/ y 26 de la Edinburgh Business School en /ebs/study/."
Johns Hopkins University,dominio_nuevo,jhu.edu,,https://e-catalogue.jhu.edu/programs/,700,pregrado;posgrado;doctorado;certificados;minors,"La ficha no traia dominio ni pais ni ciudad: JHU esta en Baltimore, Maryland. El catalogo NO cuelga de jhu.edu sino del subdominio e-catalogue.jhu.edu, y ahi si viene todo el listado renderizado: ~700 entradas (137 M.S., 126 minors, 125 certificados, 80 B.A., 54 M.A., 36 B.S., 24 M.S.E. y demas) repartidas entre las 11 divisiones. Ojo: puede_vender solo dice pregrado y el grueso del catalogo es posgrado."
Louisiana State University,dominio_nuevo,lsu.edu,,https://lsu.edu/majors/a-z.php,330,pregrado;posgrado;doctorado;minors,"La ficha no traia dominio ni pais ni ciudad: LSU esta en Baton Rouge, Louisiana. La propia pagina declara 'mas de 330 campos academicos de estudio'; el A-Z de majors trae 99 enlaces de carrera (mas concentraciones) y hay un A-Z de minors aparte en /majors/minors.php. La pagina de posgrado (/graduateschool/admissions/programs.php) no lista los programas a fetch pelado, solo navegacion: para posgrado hay que ir a lsu.edu/catalogs/."
Robert Morris University,dominio_nuevo,rmu.edu,"Robert Morris University (Pittsburgh, PA)",https://www.rmu.edu/academics,100,pregrado;posgrado;doctorado;certificados,"OJO, riesgo de confusion de institucion y la ficha no trae ciudad para desambiguar: hubo DOS Robert Morris University. La de Illinois (Chicago) se fusiono con Roosevelt University en 2020 y su dominio robertmorris.edu hoy es NXDOMAIN confirmado contra 8.8.8.8. La que vive es la de Pennsylvania, en Moon Township (area de Pittsburgh), en rmu.edu. Esa declara 'mas de 60 areas de estudio de pregrado' en cuatro escuelas, mas posgrado, doctorados y certificados; el catalogo esta partido en /academics/undergraduate, /graduate, /doctoral y /certificates, todos organizados por escuela y no como listado plano."
Stony Brook University,dominio_nuevo,stonybrook.edu,Stony Brook University (State University of New York),https://www.stonybrook.edu/academics/majors-minors-and-programs/,340,pregrado;posgrado;doctorado;ciencias_de_la_salud;minors,"La ficha no traia dominio ni pais ni ciudad: Stony Brook es publica, del sistema SUNY, en Stony Brook, Long Island, NY. Aviso para la extraccion: en esa pagina solo renderiza la pestana de pregrado (69 majors y 74 minors en el HTML); las pestanas de Graduate y Health Sciences se cargan por JS y a fetch pelado se quedan en 'Loading...'. Para posgrado hay que ir a stonybrook.edu/catalog/graduate/ y stonybrook.edu/catalog/health-sciences/."
