institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Pace University,dominio_nuevo,pace.edu,,https://www.pace.edu/find-your-program/undergraduate,200,pregrado;posgrado;doctorado;certificados;educacion_continua,"La ficha no traia dominio ni ciudad. pace.edu vive y es Pace University: campus en Nueva York, Westchester y Haub Law. El buscador tiene 200+ opciones entre majors, minors, combinados, certificados y two-year degrees; ojo que /find-your-program pelado da 404, hay que entrar por /find-your-program/undergraduate o /graduate. AVISO IMPORTANTE: la ficha solo autoriza 'pathway' y el pathway NO se publica en pace.edu; lo opera Kaplan International Pathways (Global Pathways de pregrado y posgrado) y su catalogo vive en kaplanpathways.com, sitio de un tercero. Confirme el cliente con quien tiene el acuerdo antes de extraer. pace.intostudy.com es NXDOMAIN: INTO no es el proveedor."
Pacific International Academy,dominio_nuevo,piaschools.edu,,https://www.piaschools.edu/learn-english/program-overview/,6,idiomas,"La ficha no traia dominio. piaschools.edu vive y es Pacific International Academy, en 5000 N. Willamette Blvd, Portland, Oregon, dentro del campus de University of Portland. 6 ofertas (Intensive English, Service Learning, Community English nocturno, cursos grupales tipo Experience America, Study Support y cursos online) sobre 5 niveles de principiante a avanzado, con cuatro clases por termino. Acreditada por ACCET y miembro de English USA, habilitada para visa F-1. Solo idiomas, coherente con puede_vender."
Pepperdine University (Graziadio Business School),dominio_nuevo,bschool.pepperdine.edu,Pepperdine Graziadio Business School,https://bschool.pepperdine.edu/programs/,10,posgrado;doctorado;mba;bachelor_completion;educacion_ejecutiva,"La ficha no traia dominio. La escuela de negocios NO esta en la portada de pepperdine.edu sino en el subdominio bschool.pepperdine.edu (servido por CloudFront), que vive y es la Pepperdine Graziadio Business School, en Malibu, California, con sedes adicionales en el sur del estado. Unas 10 rutas: DBA, MBA full-time, part-time y executive, varios MS (Applied Finance, Business Analytics, Global Business, Human Resources, Management and Leadership, Real Estate, Organization Development), bachelor completion, dobles titulaciones y educacion ejecutiva. Coherente con puede_vender posgrado. Hay comparador en /programs/comparison."
Queens College,ok,,"Queens College, CUNY",https://www.qc.cuny.edu/ga/graduate-programs/,40,pregrado;posgrado;certificados_avanzados,"qc.cuny.edu vive y es Queens College, CUNY, en 65-30 Kissena Blvd, Queens, Nueva York. El posgrado que autoriza la ficha son 30-40 programas (MS, MA, MM, MFA, certificados post-bacalaureato y post-master) en /ga/graduate-programs; el pregrado va aparte en /admissions/undergraduate-degree-programs. ALERTA COMERCIAL sobre el otro puede_vender: el pathway es el Global Student Success Program, opera Navitas en el dominio APARTE queensgssp.com, y ese sitio anuncia que YA NO ACEPTA APLICACIONES y que solo mantiene operacion en campus hasta otono de 2026. No vender ese pathway sin confirmar con el cliente."
REFORMED UNIVERSITY,dominio_nuevo,runiv.edu,Reformed University,https://www.runiv.edu/academics/,5,pregrado;posgrado;teologia;certificados,"La ficha no traia dominio. El dominio obvio reformeduniversity.edu es NXDOMAIN contra 8.8.8.8: el bueno es runiv.edu, que vive y se titula 'Reformed University'. Correccion de ciudad: no esta en Atlanta sino en Lawrenceville, Georgia (1724 Atkinson Rd), area metropolitana de Atlanta. Es una universidad cristiana pequena y su catalogo es minusculo: 5 programas (BA Business, BA Theology Studies, MBA, Master of Divinity y MA Leadership Studies) mas certificados y diplomas, con un programa online en coreano desde otono 2026. Si la extraccion devuelve mas de 10 programas, algo se colo de otro sitio. Verificar acreditacion con el cliente antes de venderla como universidad."
RPI ensselaer Polytechnic Institute,dominio_nuevo,rpi.edu,Rensselaer Polytechnic Institute,https://www.rpi.edu/academics,100,pregrado;posgrado;doctorado,"Dos arreglos. Nombre: la ficha dice 'RPI ensselaer', le falta la R, es Rensselaer Polytechnic Institute. Dominio: rpi.intostudy.com responde 200 con 351KB y logo de RPI, pero es el portal de INTO University Partnerships y su catalogo esta VACIO, igual que el de New England College en este mismo lote: /en/search da '0 results - No programs found' y /en/degrees solo nombra las cinco escuelas sin un solo programa concreto. El catalogo real esta en rpi.edu/academics, unos 100 programas (40 bachelor, 35 master, 25 doctorado) en Arquitectura, Ingenieria, Ciencias, Lally School of Management y HASS. Ciudad de la ficha imprecisa: RPI esta en Troy, Nueva York, no en la ciudad de Nueva York. El catalogo detallado catalog.rpi.edu tiene proteccion anti-bot: devuelve 202 con cuerpo vacio a curl, hay que leerlo desde navegador."
Rutgers University – Camden,dominio_nuevo,camden.rutgers.edu,Rutgers University-Camden,https://camden.rutgers.edu/academics/programs,67,pregrado;posgrado;doctorado;certificados,"La ficha no traia dominio. El campus de Camden no cuelga de rutgers.edu como ruta sino del SUBDOMINIO camden.rutgers.edu, que vive. 38 carreras de pregrado y 29 programas de posgrado, mas minors, certificados y titulos conjuntos. Camden, Nueva Jersey (la ficha dice 'Nueva Jersey', que es el estado). CUIDADO al extraer: Rutgers tiene tres campus con catalogos distintos e incompatibles (New Brunswick en rutgers.edu, Newark en newark.rutgers.edu y este); traer programas del campus equivocado es el error facil aqui."
Saginaw Valley State University,ok,,,https://www.svsu.edu/go/academics/,100,pregrado;posgrado,"svsu.edu vive y es Saginaw Valley State University. Mas de 100 programas de pregrado en cinco colleges (Arts & Behavioral Sciences, Business, Education, Health & Human Services, Science Engineering & Technology) mas posgrado, coherente con puede_vender. Precision de ubicacion: la direccion es 7400 Bay Road, University Center, Michigan 48710, no la ciudad de Saginaw; la ficha pone 'Michigan', que es el estado."
Saint George´s University,dominio_nuevo,sgu.edu,St. George's University,https://www.sgu.edu/academic-programs/,40,pregrado;posgrado;doctorado;medicina;veterinaria,"ERROR DE PAIS EN LA FICHA, importante para visado y para el asesor. La ficha no traia dominio y dice USA / Nueva York; sgu.edu vive y es St. George's University, pero su campus esta en GRANADA (Grenada), Antillas Occidentales, en el Caribe. La direccion de Great River, Nueva York es solo la oficina de admisiones para Estados Unidos, no un campus. Unos 40 programas en cuatro escuelas: School of Medicine (MD de 4 a 7 anos, BSc/MD, MD/MPH, MD/MSc, PhD medico), School of Veterinary Medicine (DVM de 4 a 7 anos y dobles con MPH, MSc y MBA), School of Arts & Sciences (11 de pregrado) y School of Graduate Studies (10+, con MBA, MPH, MA, MSc y PhD). La ficha autoriza 'todos'."
Saint Louis University,dominio_nuevo,slu.edu,,https://catalog.slu.edu/programs,223,pregrado;posgrado;doctorado,"La ficha no traia dominio ni ciudad. slu.edu vive y es Saint Louis University, en St. Louis, Misuri. 97 programas de bachelor y 126 de master y doctorado. TRAMPA DE SUBDOMINIO: el catalogo completo esta en catalog.slu.edu/programs, no en la portada. OJO al extraer, la ficha autoriza 'todos': SLU tiene un campus propio en Madrid, Espana (SLU-Madrid) con oferta parcialmente distinta; si el cliente quiere vender Madrid hay que fichar ese campus aparte y no mezclarlo con el catalogo de Misuri."
San Francisco State University,ok,,,https://bulletin.sfsu.edu/programs/,210,pregrado;posgrado;doctorado;certificados;credenciales,"sfsu.edu vive y es San Francisco State University, en San Francisco, California: la ficha acierta ciudad y pais. TRAMPA DE SUBDOMINIO: la portada no lista programas, el catalogo esta en bulletin.sfsu.edu/programs. El total ronda 210 entre 77 areas de bachelor, 63 de master, 16 programas de credencial docente, 57 certificados y varios doctorados y doctorados clinicos. Coherente con puede_vender pregrado y posgrado."
Seton Hill University,ok,,,https://www.setonhill.edu/academics/degrees-programs/index.html,80,pregrado;posgrado;certificados;minor;online,"setonhill.edu vive y es Seton Hill University, universidad catolica de artes liberales en 1 Seton Hill Drive, Greensburg, Pensilvania: la ficha acierta la ciudad, es de las pocas del lote que la trae bien. Mas de 80 programas de pregrado en cinco escuelas, mas posgrado, un bachelor online, certificados y minors. La ficha solo autoriza pregrado, asi que hay que filtrar el posgrado en la extraccion."
