institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Study Abroad Canada Language Institute,ok,,Study Abroad Canada College (SACC),https://www.studyincanada.ca/programs,10,idiomas;vocacional (Resident Care Worker);formacion docente TESL;preparacion high school;campamentos,"El dominio es correcto aunque parezca un portal generico: studyincanada.ca es el sitio propio de SACC en Charlottetown, PEI. La ficha dice 'Language Institute' y el sitio dice 'College'."
Sudbury Catholic School,dominio_nuevo,international.sudburycatholicschools.ca,Sudbury Catholic District School Board,https://international.sudburycatholicschools.ca/program-options/,2,high_school (secundaria);ESL;elemental,"La ficha venia sin dominio. OJO: el apex sudburycatholicschools.ca redirige a un wp-signup.php roto; solo funciona con www. Lo vendible vive en el subdominio international.*, y solo publica 2 opciones (un semestre / ano completo), no un catalogo de cursos."
TMUIC Toronto Metropolitan University International College,dominio_nuevo,torontomuic.ca,Toronto Metropolitan University International College (TMUIC),https://www.torontomuic.ca/programs/,7,pathway pregrado (Foundation / UTP I;International Year One / UTP II),"La ficha venia sin dominio. Es un pathway college operado por Navitas, NO Toronto Metropolitan University: no vende los grados de TMU, solo el ano puente. tmuic.ca tambien responde pero sin titulo; el sitio que Navitas publica como oficial es torontomuic.ca."
Tamwood Career,dominio_nuevo,tamwood.com,Tamwood International College (linea 'Tamwood Careers'),https://tamwood.com/study-work/,4,vocacional (diploma con co-op;certificado);micro-credenciales,"La ficha venia sin dominio. 'Tamwood Career' no es una entidad aparte: es la linea Careers de Tamwood International College, mismo dominio que la ficha 'Tamwood Language Centres'. Los programas de carrera solo se ofrecen en Vancouver."
Tamwood Language Centres,dominio_nuevo,tamwood.com,Tamwood International College,https://tamwood.com/esl/,3,idiomas;campamentos juveniles (7-18),Mismo dominio e institucion que 'Tamwood Career'. El nombre 'Tamwood Language Centres' ya no se usa. /esl/ es una pagina delgada sin listado de cursos y enlaza a ilac.com para los programas de verano; lo unico realmente catalogado son los camps (/camps/). Whistler ya no figura como campus.
The Language Gallery - TLG,ok,,The Language Gallery (TLG) - Global University Systems,https://www.thelanguagegallery.com/language-courses/,12,idiomas;educacion superior UK (CertHE;DipHE),"ROJO: ya NO opera en Canada. El sitio solo lista Londres, Birmingham y Nottingham (UK) y no menciona Canada, Toronto ni Vancouver en ninguna parte. La ficha la vende como Toronto/Vancouver: no hay nada vendible ahi. Conteo por sitemap: 10 cursos de idioma + 2 programas HE."
The university of Winnipeg,ok,,The University of Winnipeg,https://www.uwinnipeg.ca/academics/programs/,48,pregrado;posgrado;certificados y diplomas;idiomas (English Language Program);high_school (Collegiate);educacion continua (PACE),"ROJO para la extraccion: AWS WAF devuelve 202 con pagina de challenge a curl y 403 a fetchers, incluidos robots.txt y sitemap.xml. Sin navegador real con JS no se saca nada. El 48 es de fuentes externas (grados de pregrado), NO verificado contra el sitio."
Thompson River University TRU,ok,,Thompson Rivers University (TRU),https://www.tru.ca/programs.html,196,pregrado;posgrado;vocacional (certificado;diploma);oficios y aprendizaje;idiomas (ESL);ABE;open learning a distancia,"Typo en la ficha: es Thompson Rivers, en plural. Campus principal Kamloops, BC. 196 paginas de programa en el sitemap mas 273 entradas bajo /programs/catalogue/."
Toronto School of Management,ok,,Toronto School of Management (TSoM),https://www.torontosom.ca/programs,14,vocacional (certificado;diploma con co-op);profesional (ACCA);micro-credenciales,Es el operador de la ficha 'Niagara College Toronto' de este mismo lote: parte de los programas se comparten. Revisar solapamiento antes de extraer las dos.
Trebas,ok,,Trebas Institute Quebec Inc.,https://www.trebas.com/programs/,10,vocacional (AEC / diploma);posgrado corto,"Solo campus Montreal en este dominio. La ficha dice puede_vender 'todos': el sitio solo publica 10 programas vocacionales, ni pregrado ni posgrado universitario."
Ulethbridge International College Calgary (UICC),dominio_nuevo,uicc.ca,ULethbridge International College Calgary (UICC),https://www.uicc.ca/programs/,5,pathway pregrado (Foundation / UTP I;International Year One / UTP II en 4 vertientes de negocio),"La ficha venia sin dominio. Pathway college de Navitas, NO la University of Lethbridge: no vende los grados de ULethbridge. Ademas la ficha lo marca como vocacional y no lo es. curl fallo intermitente contra el host; verificado por PowerShell: 200 con titulo 'ULethbridge International College Calgary'."
University of Victoria,dominio_nuevo,uvic.ca,University of Victoria (UVic),https://www.uvic.ca/undergraduate/programs/undergraduate-programs/index.php,208,pregrado (grados;minors;diplomas;certificados);posgrado (160+ programas);educacion continua,"La ficha venia sin dominio. OJO: uvic.ca devuelve 403 en muchas rutas, incluida /undergraduate/programs/, y su sitemap.xml no indexa ni un programa. Solo funciona la ruta exacta .../undergraduate-programs/index.php, que si trae los 208 items en HTML plano."
University of Windsor,dominio_nuevo,future.uwindsor.ca,University of Windsor,https://future.uwindsor.ca/program-listing,195,pregrado;posgrado;certificados,"uwindsor.ca vive y es de la institucion, pero /programs redirige al subdominio future.uwindsor.ca, un WordPress cuyo listado se pinta por JS (1.5 KB de HTML). El conteo es exacto via wp-json: 171 del tipo 'program' + 24 'certificate' (y 2775 'course')."
VFS - Vancouver Film School,dominio_nuevo,vfs.edu,Vancouver Film School (VFS),https://vfs.edu/programs,14,vocacional (diplomas de 1 ano);preparatorio/foundation;certificados cortos,"La ficha venia sin dominio ni categoria. Dice puede_vender 'todos', pero el sitio no publica pregrado ni posgrado universitario: solo diplomas de un ano, programas preparatorios y cursos cortos."
VGC,dominio_nuevo,vgc.ca,VGC International College,https://vgc.ca/english-programs-and-schedule/,30,idiomas;preparacion de examenes;vocacional (certificado;diploma con co-op);pathway universitario;campamentos,"La ficha venia sin dominio ni ciudad: es Vancouver, BC, con 2 campus en downtown. La ficha lo marca solo como vocacional, pero es principalmente instituto de idiomas."
