lote,institucion,nombre,nivel,area,duracion,codigo_oficial,url_fuente,pais,ciudad,dominio,motivo_sin_pais
01,Florida Atlantic University,Data Science and Analytics (M.S. · Arts & Letters),maestria,Tecnología,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Data Science and Analytics (B.S. · Business),bachelor,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Data Science and Analytics (M.S. · Business),maestria,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Data Science and Analytics (B.S. · Engineering and Computer Science),bachelor,Tecnología,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Data Science and Analytics (M.S. · Engineering and Computer Science),maestria,Tecnología,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Data Science and Analytics (B.S. · Science),bachelor,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Data Science and Analytics (M.S. · Science),maestria,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Early Care and Education (B.E.C.E.),bachelor,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Economics (B.S., B.B.A.)",bachelor,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Economics (M.S.T.),maestria,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Economics (M.S.),maestria,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Educational Leadership (M.Ed.),maestria,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Educational Leadership (Ed.S.),posgrado,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Educational Leadership (Ph.D.),doctorado,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Educational Psychology (M.Ed.),maestria,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Electrical Engineering (B.S.E.E.),bachelor,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Electrical Engineering (M.S.),maestria,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Electrical Engineering (Ph.D.),doctorado,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Elementary Education (B.A., B.A.E.)",bachelor,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Elementary Education (M.Ed.),maestria,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,English (B.A.),bachelor,Humanidades,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,English (M.A.),maestria,Humanidades,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"English Education (B.A., B.A.E.)",bachelor,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Environmental Education (M.Ed.),maestria,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Environmental Engineering (B.S.E.V.),bachelor,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Environmental Science (M.S.),maestria,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Exceptional Student Education (M.Ed.),maestria,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Exceptional Student Education: ESOL Endorsement (B.A., B.A.E.)",bachelor,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Executive Business Administration (M.B.A.),mba,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Executive Health Administration (M.H.A.),maestria,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Executive International Business (M.S.),maestria,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Executive Master of Accounting (M.AC.),maestria,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Executive Master of Taxation (M.TX.),maestria,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Exercise Science and Health Promotion (B.S.),bachelor,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Exercise Science and Health Promotion (M.S.),maestria,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Experimental Psychology (Ph.D.),doctorado,Psicología,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Finance (B.S., B.B.A.)",bachelor,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Finance (M.S.),maestria,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,General Studies (B.G.S.),bachelor,Estudios Generales,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Geomatics Engineering (B.S.G.E.),bachelor,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Geosciences (B.S.),bachelor,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Geosciences (B.A.),bachelor,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Geosciences (M.S.),maestria,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Geosciences (Ph.D.),doctorado,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Health Administration (B.H.S.),bachelor,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Health Administration (M.H.A.),maestria,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Health Science (B.A.),bachelor,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,History (B.A.),bachelor,Humanidades,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,History (M.A.),maestria,Humanidades,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Hospitality and Tourism Management (B.S., B.B.A.)",bachelor,Hospitalidad,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Information Technology and Management (M.S.),maestria,Tecnología,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Information Technology and Management Advanced (M.S.),maestria,Tecnología,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Instructional Technology (M.Ed.),maestria,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Integrative Biology (Ph.D.),doctorado,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Interdisciplinary Studies (B.A.),bachelor,Estudios Generales,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"International Business (B.S., B.B.A.)",bachelor,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,International Business (M.S.),maestria,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Jewish Studies (B.A.),bachelor,Humanidades,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Languages, Linguistics and Comparative Literature (B.A.)",bachelor,Idiomas,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Languages, Linguistics and Comparative Literature (M.A.)",maestria,Idiomas,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Liberal Arts and Sciences (B.S.),bachelor,Estudios Generales,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Liberal Arts and Sciences (B.A.),bachelor,Estudios Generales,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Management (B.S.),bachelor,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Management (B.B.A.),bachelor,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Management Information Systems (B.S., B.B.A.)",bachelor,Tecnología,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Marine Science and Oceanography (M.S.),maestria,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Marketing (B.S., B.B.A.)",bachelor,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Mathematics (B.S., B.A.)",bachelor,Matemáticas,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Mathematics (M.S.T.),maestria,Matemáticas,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Mathematics (M.S.),maestria,Matemáticas,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Mathematics (Ph.D.),doctorado,Matemáticas,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Mathematics Education (B.A., B.A.E.)",bachelor,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Mechanical Engineering (B.S.M.E.),bachelor,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Mechanical Engineering (M.S.),maestria,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Mechanical Engineering (Ph.D.),doctorado,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Media, Technology and Entertainment (M.F.A.)",maestria,Comunicación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Medical Biology (B.S.),bachelor,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Medical Physics (P.S.M.),maestria,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Medicine (M.D.),doctorado,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Multimedia Studies (B.A.),bachelor,Comunicación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Music (B.M.),bachelor,Artes,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Music (B.A.),bachelor,Artes,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Music (M.M.),maestria,Artes,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Music Education (B.M.E.),bachelor,Educación,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Neuroscience (Ph.D. · Education),doctorado,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Neuroscience (Ph.D. · Engineering and Computer Science),doctorado,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Neuroscience (Ph.D. · Science),doctorado,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Neuroscience and Behavior (B.S.),bachelor,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Nonprofit Management (M.N.M.),maestria,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Nursing (B.S.N.),bachelor,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Nursing (M.S.N.),maestria,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Nursing (Ph.D.),doctorado,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Nursing Practice (D.N.P.),doctorado,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Nursing: Accelerated (B.S.N.),bachelor,Salud,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Ocean Engineering (B.S.O.E.),bachelor,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Ocean Engineering (M.S.),maestria,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Ocean Engineering (Ph.D.),doctorado,Ingeniería,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Philosophy (B.A.),bachelor,Humanidades,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Physics (B.S., B.A.)",bachelor,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Physics (M.S.T., M.S.)",maestria,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Physics (Ph.D.),doctorado,Ciencias,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Political Science (B.A.),bachelor,Ciencias Sociales,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,"Political Science (M.A.T., M.A.)",maestria,Ciencias Sociales,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Professional Business Administration (M.B.A.),mba,Negocios,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
01,Florida Atlantic University,Professional Studies (B.P.S.),bachelor,Estudios Generales,no indicada,-,https://www.fau.edu/programs/,USA,"Boca Raton, FL",fau.edu,
