institucion,estado,dominio_real,nombre_real,url_programas,cantidad_aprox,niveles_vistos,nota
Cornestone,dominio_nuevo,bc.ciccc.ca,Cornerstone International Community College of Canada (CICCC),https://bc.ciccc.ca/programs,20,idiomas;vocacional;pathway,El nombre de la ficha esta mal escrito (Cornerstone). ciccc.ca es portada corporativa y solo expone ESL/CELPIP/FSL; el catalogo de diplomas y certificados vive en el subdominio bc.ciccc.ca y se renderiza con JavaScript - un fetch plano devuelve la pagina vacia. Campus Vancouver y Calgary.
Delta School District 37,ok,,Delta School District,https://www.deltasd.bc.ca/programs/international-education/,31,high_school;primaria,"La ficha dice Vancouver; es Delta, BC (area metro Vancouver). No publica un catalogo de programas sino 31 escuelas (7 secundarias, 24 primarias) mas el International Education Program (5-18 anos). El sitio comercial del programa internacional es GoDelta.ca."
Durham College,ok,,,https://durhamcollege.ca/programs-and-courses,150,vocacional;pregrado;posgrado,"Es un college PUBLICO de Ontario, no privado como dice la ficha. puede_vender='vocacional' se queda corto: tambien hay degrees, graduate certificates y aprendizajes. Campus Oshawa y Whitby."
Edu Inter,ok,,Edu-inter,https://learningfrenchinquebec.com/adults-immersion-programs/,25,idiomas;high_school,"Escuela de inmersion en frances en Quebec City. El catalogo esta partido en cuatro ramas sin indice unico (adultos, teens/campamentos, high school ano o semestre, virtual) mas preparacion TEF/TEFAQ."
FDU Vancouver,ok,,Fairleigh Dickinson University - Vancouver Campus,https://www.fdu.edu/campuses/vancouver-campus/,10,pregrado;posgrado,"OJO: fdu.edu es Fairleigh Dickinson University, universidad de New Jersey (EE.UU.). El campus de Vancouver es real pero su oferta es un subconjunto. Extraer SOLO /campuses/vancouver-campus/ (undergraduate, graduate, CPE); si se extrae el dominio entero se cuelan cientos de programas de New Jersey que no se venden aqui."
FIC - Simon Fraser University,otra_institucion,fraseric.ca,Fraser International College (FIC),https://www.fraseric.ca/academics/undergraduate/,12,pregrado;pathway,"sfu.ca es Simon Fraser University, otra entidad. FIC es un pathway college de Navitas en Burnaby que alimenta a SFU. El nombre es inequivoco asi que se verifico fraseric.ca. Extraer sfu.ca produciria el catalogo entero de una universidad que la agencia no vende via FIC."
Fanshawe College,ok,,,https://www.fanshawec.ca/programs-and-courses,220,vocacional;pregrado;posgrado;idiomas,"El propio sitio dice '220+ programas y pathways'. Si la extraccion trae mucho menos, fallo."
Fleming College,ok,,Sir Sandford Fleming College,https://flemingcollege.ca/programs/a-z,80,vocacional;posgrado;pregrado,"Es un college PUBLICO de Ontario, no privado como dice la ficha. Campus Peterborough (Sutherland), Lindsay (Frost), Haliburton y Cobourg."
George Brown College,dominio_muerto,,,,,,"No es NXDOMAIN: georgebrown.ca resuelve (198.96.86.176) y la institucion existe, pero el sitio devuelve 403 a TODO acceso automatizado (WAF/bot protection) incluso con user-agent de navegador. Sin navegador real la extraccion no va a poder. La ciudad de la ficha esta mal escrita ('Totonto')."
Georgian College,dominio_nuevo,georgiancollege.ca,,https://www.georgiancollege.ca/academics/programs/,130,vocacional;idiomas;pregrado;posgrado,"La ficha no traia dominio. La ciudad dice 'Ontario'; los campus son Barrie, Midland, Orangeville, Owen Sound y South Georgian Bay. El sitio declara '130+ programas full-time'."
Georgian English,ok,,Georgian College - English language studies,https://www.georgiancollege.ca/academics/english-language-studies/,13,idiomas,No es una institucion aparte: es el centro de idiomas de Georgian College y comparte dominio con la ficha 'Georgian College' de este mismo lote. Limitar la extraccion a /academics/english-language-studies/ (8 niveles EAP + 5 cursos ESL part-time) o se duplicaran los 130 programas del college.
Global Village English Centres,ok,,Global Village English Centres (GV),https://gvenglish.com/english-courses/,15,idiomas;high_school;pathway,"La ficha solo dice Victoria; el sitio opera Victoria Y Calgary, y los cursos son distintos por sede. Incluye programas junior/teen y pathway a Camosun College."
Halton District School Board,dominio_nuevo,hdsb.ca,Halton District School Board (HDSB),https://www.hdsb.ca/academics-resources/international-student-program-isp-fee-paying/,1,high_school;primaria,"La ficha venia sin dominio, sin categoria y sin puede_vender. Es una junta escolar publica de Halton Region (Burlington, ON), ~64.000 alumnos K-12. No hay catalogo de programas: lo unico vendible es el International Student Program (ISP); el resto es un directorio de escuelas."
HeartLand,ok,,Heartland International English School,https://heartlandenglish.com/programs/,8,idiomas;pathway,"Winnipeg, Manitoba. Ademas de los 8 cursos es centro oficial de examenes (IELTS, CELPIP, CAEL, TOEIC), que no son programas vendibles."
Hermes Colleges,sin_catalogo,,HERMES - Colleges Network,https://hermescolleges.ca/,6,vocacional,"No es un college sino una RED de 6 instituciones privadas de Montreal (Matrix College, Aviron Quebec, Ascent College, Academy of Learning, Veritas College of Technology y Cegep Marie-Victorin). El portal no tiene directorio central de programas: hay que ir sitio por sitio. La ficha lo clasifica como 'College Publico' y es privado (salvo el cegep, que es PPP)."
